#{"t_start": 1670332135.2368972, "env_id": null}
r,l,t
36.452844,1001,11159.131747
37.298249,1001,11176.773608
38.106794,1001,11192.436169
35.782382,1001,11207.685194
37.95604,1001,11223.13697
38.780475,1001,11240.927427
37.711632,1001,11256.767589
37.928253,1001,11272.320652
36.622387,1001,11287.762853
38.416069,1001,11305.246975
38.559084,1001,11320.874478
38.025201,1001,11335.861553
39.053669,1001,11350.75699
37.207467,1001,11368.530554
37.523158,1001,11383.861096
37.954177,1001,11399.137597
3.860158,208,11402.564502
37.866904,1001,11418.11149
38.379908,1001,11435.985496
39.460214,1001,11451.399245
35.244669,1001,11466.582865
37.26012,1001,11481.813897
38.254378,1001,11499.087697
36.719384,1001,11514.290031
37.389887,1001,11529.65917
38.674748,1001,11544.332209
38.606994,1001,11562.27841
37.205102,1001,11577.661331
37.390198,1001,11593.103615
37.839637,1001,11608.267016
38.421016,1001,11625.811558
37.610796,1001,11640.989532
37.976642,1001,11656.262422
37.790389,1001,11671.475555
36.761454,1001,11689.599329
38.92535,1001,11704.223031
36.56195,1001,11719.573981
37.750797,1001,11734.992944
36.414455,1001,11749.576972
37.935675,1001,11767.076877
37.888478,1001,11782.837372
38.35464,1001,11798.124814
36.819299,1001,11813.592541
37.865132,1001,11830.881462
37.380704,1001,11846.81721
37.719886,1001,11860.34337
38.03647,1001,11879.089719
36.844673,1001,11904.896313
38.386813,1001,11926.690184
36.467766,1001,11948.110289
39.034019,1001,11969.659974
37.802703,1001,11994.775337
37.656816,1001,12015.874956
38.412839,1001,12037.338887
36.719706,1001,12058.47211
36.962506,1001,12083.508619
38.184455,1001,12105.425634
38.234391,1001,12126.718252
37.517415,1001,12149.02826
36.617204,1001,12174.265016
37.448329,1001,12195.378261
38.379169,1001,12216.544086
37.998548,1001,12238.445565
38.725141,1001,12263.344563
39.075915,1001,12284.524905
38.799326,1001,12305.61334
37.84851,1001,12326.583552
37.378764,1001,12351.596962
37.722012,1001,12372.587185
38.119467,1001,12393.753768
37.166945,1001,12415.355349
39.480799,1001,12440.015153
38.789934,1001,12460.900687
38.436055,1001,12481.755122
37.112108,1001,12502.697604
37.839624,1001,12527.192548
37.057584,1001,12547.931655
37.774403,1001,12568.265277
38.680513,1001,12588.295994
37.614473,1001,12612.620735
38.47201,1001,12632.810173
36.888019,1001,12652.834273
35.698801,1001,12677.443625
38.950749,1001,12698.399865
36.894452,1001,12723.180299
38.043088,1001,12744.204236
37.061113,1001,12774.621022
38.097991,1001,12818.44835
38.140231,1001,12848.597819
38.327813,1001,12870.190252
38.113847,1001,12890.544196
37.212639,1001,12911.030101
38.59711,1001,12935.039452
39.017733,1001,12955.450147
38.247832,1001,12975.489235
38.753225,1001,12995.678394
27.529435,831,13016.026493
37.846771,1001,13036.09649
37.65145,1001,13056.120928
38.22534,1001,13076.066252
38.258421,1001,13102.424495
37.070498,1001,13122.488035
37.801662,1001,13142.822933
37.152282,1001,13162.995145
37.169895,1001,13187.03823
37.918062,1001,13205.813618
36.512614,1001,13219.201829
36.319326,1001,13234.82291
38.814874,1001,13252.36355
38.923485,1001,13267.589432
36.817275,1001,13283.034445
37.462193,1001,13298.567359
37.901686,1001,13316.382164
37.835442,1001,13332.000533
39.724214,1001,13348.331501
37.793252,1001,13363.748132
37.151706,1001,13382.676071
38.091145,1001,13398.167011
36.936048,1001,13414.377851
36.819725,1001,13431.843505
35.985695,1001,13448.011688
38.087963,1001,13466.992585
38.435325,1001,13483.177745
38.161918,1001,13499.475207
38.109292,1001,13515.067257
37.638742,1001,13534.006754
38.309878,1001,13549.67157
38.219629,1001,13565.598658
37.357325,1001,13581.080178
30.802531,1001,13599.616493
38.28753,1001,13615.851162
37.0437,1001,13630.012571
37.591759,1001,13642.871554
38.449446,1001,13658.899612
37.698789,1001,13672.315068
38.09609,1001,13685.432339
38.964281,1001,13698.374708
38.260801,1001,13714.848046
37.770156,1001,13728.388718
38.262208,1001,13743.288744
34.623905,1001,13757.336159
38.609777,1001,13773.691574
36.185896,1001,13787.390114
37.719992,1001,13801.395725
39.401045,1001,13814.543676
37.614367,1001,13830.715661
37.316154,1001,13844.475021
38.893341,1001,13858.126246
38.141475,1001,13871.818058
23.164364,1001,13887.25671
38.966214,1001,13900.732848
38.940732,1001,13916.242309
36.938417,1001,13930.371576
36.152924,1001,13947.72591
38.023109,1001,13961.266046
38.066912,1001,13975.17208
38.154242,1001,13988.828379
39.515126,1001,14005.108814
39.749924,1001,14018.744012
35.534783,1001,14032.656405
36.746589,1001,14046.258522
38.336979,1001,14061.985179
38.513284,1001,14075.351912
38.025575,1001,14088.429449
39.921,1001,14102.558959
37.05793,1001,14115.571204
38.880532,1001,14131.720839
3.178769,224,14134.999722
38.710406,1001,14148.877679
39.624336,1001,14162.589946
37.885855,1001,14178.717307
39.814904,1001,14191.637932
37.378295,1001,14205.737813
39.584135,1001,14218.885716
37.482561,1001,14232.000114
36.209409,1001,14248.185933
37.970823,1001,14261.88261
38.720098,1001,14275.547428
38.98586,1001,14288.925941
36.327295,1001,14305.292563
38.521493,1001,14319.106051
36.546514,1001,14332.918932
38.585573,1001,14346.071138
39.261041,1001,14362.187084
36.194701,1001,14375.201746
39.41457,1001,14389.366551
38.733157,1001,14403.045069
39.11299,1001,14419.616113
38.392099,1001,14433.441544
36.209215,1001,14447.120234
35.653537,1001,14461.091279
37.882623,1001,14477.192591
37.114807,1001,14490.836149
40.174392,1001,14503.974746
38.547743,1001,14517.471125
