#{"t_start": 1670330980.7083216, "env_id": null}
r,l,t
0.017464,885,2198.115255
0,58,2198.974318
0.00426,315,2201.649437
0.03896,420,2205.197551
0.062545,605,2209.864015
0.002055,104,2211.0242
0,135,2212.358607
0,144,2213.881966
0.006825,50,2214.75634
0.007103,942,2221.491833
0,262,2227.330648
0.021728,514,2231.234008
0,254,2233.528499
0.021472,127,2235.01568
0.000926,78,2236.205593
0,769,2241.882809
0.006167,1001,2249.297319
0.285287,1001,2256.689964
0.032231,287,2262.451547
0.049643,780,2268.22023
0.009614,765,2273.760756
0.003832,185,2275.498126
0.028955,369,2278.425585
0.063921,90,2279.525205
0,367,2282.79684
0.010539,65,2283.807221
0.040945,77,2284.832847
0.033209,437,2288.3704
0,80,2289.407552
0.013412,1001,2299.895566
0.020298,161,2301.424773
0.120715,277,2303.819451
0,363,2306.959629
0.107665,1001,2314.421769
0.110566,271,2316.634247
0,67,2317.538373
0.060766,513,2321.51479
0.009935,314,2324.0448
0.057404,952,2334.645087
0.010807,1001,2341.717094
0.013376,776,2347.384102
0,213,2349.303758
0,371,2352.289204
0.000824,108,2353.590786
0.020874,40,2354.342898
0,280,2356.957623
0.12611,387,2360.289699
0.006343,284,2362.934144
0.018721,1001,2373.959499
0,739,2379.669841
0.006614,735,2384.959463
0,242,2387.111572
0.033498,285,2389.557011
0.016797,361,2392.484188
0.015701,414,2395.687336
0.069335,1001,2406.621304
0,865,2413.235349
0.041728,337,2415.930127
0.016519,795,2421.889699
0.003911,172,2423.577849
0.003949,635,2428.240373
0.107861,453,2431.567753
0.086379,337,2434.144658
0.097372,522,2440.993751
0.099071,428,2444.111682
0,234,2446.063367
0.03247,274,2448.148165
0,99,2449.222734
0.028736,620,2453.583253
0,21,2454.140074
0,560,2458.354483
0.018501,327,2461.066501
0.014996,137,2462.456844
0.133725,669,2467.52213
0.1301,207,2469.392926
0,97,2470.526442
0.098413,1001,2481.178438
0.001669,818,2486.696072
0.010075,941,2492.969101
0.054526,381,2495.972504
0.003934,111,2497.225732
0.017402,110,2498.431705
0.00067,602,2502.618603
0.028532,97,2503.707905
0,315,2509.50941
0,1001,2516.134104
0,63,2516.965087
0,126,2518.247448
0,355,2521.340961
0.023605,334,2523.9342
0.15875,464,2527.394627
0.00452,391,2530.34435
0.034727,345,2532.957225
0.074535,544,2536.980213
0.080383,643,2545.711963
0.020358,99,2546.802186
0.013144,224,2548.684966
0.00834,77,2549.619925
0.008407,501,2553.297581
0.01436,517,2557.311246
0.02648,497,2560.866932
0,398,2564.321295
0.000662,143,2565.840549
0,73,2566.784479
0.012884,219,2568.734739
0,664,2573.190328
0.040877,646,2580.824927
0.036593,97,2581.876184
0.112225,1001,2588.820472
0,77,2589.741052
0.477494,1001,2596.711406
0,387,2599.535855
0.069041,773,2605.274368
0.012879,312,2607.698744
0,350,2613.723404
0.025284,459,2617.20618
0.061155,442,2620.42447
0.098443,375,2623.361036
0.047401,228,2625.143918
0.053601,32,2625.804029
0.011335,1001,2632.719018
0.096289,159,2634.156565
0.463124,307,2636.661373
0.095721,446,2639.933703
0.005168,1001,2649.838426
0.030707,334,2652.523426
0.013807,702,2657.350571
0,515,2661.107479
0,53,2661.941111
0,142,2663.335015
0,542,2667.322675
0.109189,746,2672.859169
0,301,2675.215089
0.126038,360,2681.222086
0,82,2682.229786
0.006156,331,2684.904185
0.035766,417,2688.047298
0.162947,1001,2694.92831
0,474,2698.649944
0.181047,412,2701.96324
0,679,2706.806109
0,338,2709.552175
0.042785,406,2715.947011
0.072072,558,2719.998245
0.001871,466,2723.346429
0,416,2726.492742
0.003255,449,2729.81223
0.006521,124,2731.074079
0,155,2732.52758
0.021865,81,2733.535182
0.056338,57,2734.317238
0.252514,749,2739.518252
0.017763,548,2743.506857
0.022786,208,2745.295922
0.011897,486,2752.221857
0.098395,388,2755.521874
0.012397,568,2759.647928
0.020154,73,2760.633667
0.041276,282,2762.933799
0,126,2764.193031
0.024502,868,2770.20714
0.1869,542,2774.390367
0.238825,191,2775.994048
0.064952,477,2779.53193
0.009998,337,2785.196637
0.020506,205,2786.911695
0,879,2793.002465
0,299,2795.288605
0.104904,1001,2802.574323
0.060427,367,2805.422835
0.056499,723,2810.296969
0.121938,690,2819.230958
0.148125,1001,2827.119751
0.011545,462,2830.974215
0.016771,229,2833.193218
0.118156,179,2834.922455
0.134221,1001,2842.271325
0.0596,965,2849.551918
0.074755,268,2855.193456
0.093706,81,2856.243554
0,66,2857.223067
0.003496,157,2858.700074
0.001833,79,2859.735684
0.061267,341,2862.507744
0.013059,192,2864.293459
0.02744,53,2865.093225
0.037357,255,2867.317192
0.494097,626,2872.338287
0.005329,406,2875.685681
0.020841,376,2878.761353
0,318,2881.461032
0.06267,216,2883.502899
0.149408,530,2887.837658
0.012179,77,2888.91085
0.002756,682,2897.61226
0,230,2899.753978
0.003234,26,2900.56668
0,98,2901.801885
0.159772,709,2907.486824
0.344333,249,2909.637455
0.020971,254,2911.807237
0.035594,718,2917.0198
0.144082,262,2919.430076
0.079725,222,2921.493367
0.124316,1001,2932.310233
0.1029,751,2937.821092
0,332,2940.679926
0.072553,464,2944.437495
0.002547,516,2948.530108
0.007217,213,2950.573746
0.049838,122,2951.904657
0,770,2957.969231
0,185,2959.66615
0.016082,122,2960.997707
0.066111,341,2963.825066
0.038979,213,2969.368346
0.040252,349,2972.56735
0.197914,355,2975.635606
0.085469,356,2978.704111
0.015421,540,2982.852948
0.213765,788,2988.893098
0.006199,175,2990.672179
0.362055,447,2994.151027
0,366,2996.953396
0.014157,28,2997.55115
0.230248,238,2999.523233
0.032671,382,3005.799578
0.025715,897,3011.853118
0.010841,218,3013.782846
0.217161,200,3015.451763
0.024013,86,3016.5193
0.019249,60,3017.35217
0.086002,289,3019.692866
0,179,3021.292167
0.101974,437,3024.520369
0.155692,455,3027.821014
0.073738,145,3029.187265
0.005145,400,3032.181449
0.022443,93,3033.253306
0.012351,767,3042.627334
0.233342,561,3047.263404
0.277856,675,3052.380961
0.037685,285,3054.900732
0.002869,131,3056.32431
0.046455,285,3058.774468
0.097511,1001,3066.641269
0.186086,499,3070.398387
0.004171,134,3071.820822
0.153864,605,3079.903346
0.006266,515,3083.913732
0.033889,813,3090.431508
0.163229,224,3092.889083
0.042242,296,3095.482268
0.112991,907,3101.831821
0.006114,134,3103.226505
0.209441,571,3107.610579
0.040947,828,3116.694924
0.016185,71,3117.688067
0.069102,248,3119.918446
0,128,3121.238634
0.024432,93,3122.337794
0,122,3123.656729
0.101088,320,3126.360862
0.026887,137,3127.858261
0.159328,136,3129.354982
0.009857,191,3131.229976
0.032118,492,3135.219622
0.087876,507,3139.300007
0,125,3140.601577
0.059557,357,3143.317641
0.053998,172,3144.982729
0.124744,117,3146.216995
0.343762,1001,3157.078969
0.32415,375,3160.10393
0.390811,545,3164.255352
0.15658,599,3168.855881
0,324,3171.644987
0.316029,73,3172.609756
0.069446,703,3177.881327
0.157402,101,3179.056096
0.022978,162,3180.76123
0.001131,123,3182.088919
0.204114,239,3184.122062
0.02765,309,3186.827593
0.033492,511,3194.439371
0.122512,474,3198.053763
0.075663,682,3203.050466
0.022682,333,3205.786901
0.02636,78,3206.820287
0.02346,295,3209.372096
0.01799,336,3212.286383
0.020685,138,3213.713427
0.090303,273,3215.963544
0.003396,199,3217.757407
0.00842,253,3220.009514
0.092673,229,3222.152648
0.000663,493,3229.392757
0.165264,729,3234.973343
0.324104,294,3237.417283
0.023924,405,3240.668707
0.032373,741,3246.140345
0.201049,919,3252.825939
0.047994,1001,3263.695935
0.228756,257,3266.079753
0,137,3267.540404
0.264065,516,3271.781614
0.003339,607,3276.404796
0.201423,896,3282.956599
0.309078,465,3286.752445
0.421544,839,3293.806201
0.012267,101,3294.981248
0.043492,235,3300.571076
0.074452,275,3302.937772
0.002996,150,3304.38348
0.028115,224,3306.324284
0.052818,851,3312.612188
0.044067,384,3315.698194
0.181348,636,3320.608675
0.029526,228,3322.674489
0.007468,317,3325.500712
0.135564,599,3330.121627
0.25113,840,3340.132032
0.181397,628,3345.336645
0.00193,123,3346.741028
0.184635,630,3351.865325
0.053873,597,3356.69828
0.040548,101,3357.873937
0.038884,259,3360.237758
0.135114,231,3362.609139
0.149661,554,3367.109083
0.060999,331,3369.8119
0.045069,475,3377.033764
0.116128,384,3380.048556
0.09255,182,3381.834834
0.008212,77,3382.871887
0.006172,333,3385.613001
0.057537,338,3388.42692
0.003326,57,3389.310822
0.018171,110,3390.549577
0.046705,89,3391.687113
0.170031,1001,3398.946158
0.02984,703,3404.114701
0.021607,408,3407.326008
0.045718,249,3412.982912
0.529249,904,3420.4295
0.003234,167,3422.251317
0.083424,217,3424.393682
0.104889,976,3432.036721
0.005571,115,3433.482333
0.129233,665,3439.119314
0.11492,231,3441.250417
0.000717,140,3442.795213
0.001249,301,3445.563311
0.017637,87,3446.713558
0.164755,628,3455.212058
0.33647,150,3456.678141
0.155013,101,3457.867103
0.305096,647,3462.618136
0.142416,1001,3470.103981
0.21547,535,3474.563066
0.051676,163,3476.247166
0.457134,575,3480.760837
0.114105,119,3482.146952
0.200208,767,3491.308749
0.074662,211,3493.357381
0.043374,132,3494.993375
0.057552,268,3497.45709
0,172,3499.268484
0.020627,202,3501.270753
0.063428,73,3502.290415
0.186138,532,3506.666614
0.126363,150,3508.219653
0.022001,276,3510.70966
0,279,3513.288114
0.054633,395,3516.4677
0.070052,680,3521.636725
0.088117,326,3527.951676
0.011567,450,3531.546963
0.214626,333,3534.238719
0.13497,97,3535.371996
0.071467,448,3538.8932
0.211474,502,3542.871042
0.004541,170,3544.536652
0.006638,92,3545.613388
0.008875,522,3549.592215
0.002262,31,3550.316143
0.349494,302,3552.813525
0.380492,364,3555.747005
0.156179,967,3566.167805
0.004959,789,3572.541174
0,132,3574.128138
0.090955,423,3577.656767
0.106,493,3581.595571
0.183611,143,3583.35197
0.007986,207,3585.595452
0.278581,926,3592.71865
0.019551,83,3593.870723
0.155112,1001,3604.904708
0.011883,976,3612.127669
0.105769,336,3614.938956
0.21439,741,3620.258809
0.317147,607,3624.579955
0.356483,282,3627.039633
0.296251,481,3630.858568
0.011671,165,3632.430284
0.099753,363,3638.655127
0.345669,118,3639.900573
0.134872,382,3643.266995
0.124727,162,3644.82712
0.003232,20,3645.461619
0.099802,52,3646.270065
0.025238,67,3647.139254
0.37724,263,3649.516503
0.252015,171,3651.126037
0,77,3652.075193
0.062696,168,3653.649077
0.669352,1001,3660.704084
0.068,209,3662.509427
0.065115,709,3667.793377
0,232,3669.845095
0.444829,587,3677.894753
0.008783,412,3681.215044
0,37,3682.030899
0.268868,470,3685.80518
0.142742,862,3692.000519
0.191094,999,3699.162483
0.29302,1001,3709.671009
0.238447,320,3712.199412
0.677347,1001,3719.714124
0.272819,312,3722.628214
0.153072,354,3725.578513
0.030543,315,3728.328301
0.29027,693,3733.694089
0.089939,533,3737.874249
0.099735,622,3745.923924
0.307361,414,3749.310586
0.104044,177,3751.252768
0.009027,103,3752.605576
0.192789,585,3757.412156
0.430513,267,3759.898708
0.054992,374,3763.119317
0,1001,3770.556103
0.029207,125,3771.953758
0.002493,728,3777.166248
0,305,3783.063465
0.306832,630,3787.973016
0.059286,1001,3795.039346
0.063115,1001,3801.827031
0.189235,364,3804.763691
0.067027,117,3806.073642
0.659434,771,3812.101325
0.135783,50,3812.949193
0.159333,330,3819.299924
0.038345,226,3821.507425
0.052346,157,3823.035669
0.18171,579,3827.415155
0.095195,1001,3834.714813
0.234783,460,3838.290081
0.101475,1001,3845.428878
0.22262,137,3846.796934
0.066346,103,3847.986079
0.044253,491,3854.862852
0.407514,322,3857.558209
0.154342,290,3860.124992
0.078607,412,3863.34225
0.101858,882,3869.683774
0.010247,132,3871.072643
0.084981,143,3872.587092
0.082006,99,3873.720969
0.203707,505,3877.675057
0.047987,758,3883.493925
0.06062,397,3889.874154
0.041392,348,3892.90894
0.227004,1001,3900.169538
