#{"t_start": 1670331500.1965387, "env_id": null}
r,l,t
4.256898,1001,1635.734163
3.332335,443,1643.10897
7.420383,1001,1659.945744
2.594916,375,1666.634598
5.113887,1001,1683.679118
0.871357,1001,1704.052773
0.323987,1001,1720.999821
0.002419,69,1722.60023
19.850982,1001,1739.330133
0.001666,81,1741.197992
1.251346,779,1754.01901
0,52,1755.359664
2.712883,1001,1775.615563
0.005748,58,1777.01735
2.53994,1001,1794.168692
1.102047,641,1804.84726
4.717758,1001,1821.64565
0.002028,51,1822.868786
0,76,1824.559854
0.102343,921,1843.647724
6.982911,892,1859.086286
0.003124,166,1862.229765
0,87,1864.105061
2.292755,1001,1880.552884
0,47,1881.817327
2.164453,281,1887.053316
5.154603,1001,1903.845816
6.343949,1001,1922.865601
0.024999,142,1925.376686
15.462053,1001,1940.927642
0,46,1942.152419
0.005904,57,1943.61961
0.001596,68,1945.204129
8.522851,1001,1961.362685
0.202591,805,1973.733977
0.983537,704,1987.877519
0.136063,190,1991.269149
0.009716,392,1997.544994
0.055693,347,2003.545824
0,68,2005.008762
2.172706,1001,2020.856433
1.1e-05,55,2022.101806
12.916341,1001,2038.069689
10.392547,1001,2057.068748
0,56,2058.407795
0,284,2063.159719
1.03421,1001,2078.782978
2.730667,816,2091.726539
0.000529,623,2101.61707
0,201,2105.091064
7.371477,1001,2123.61019
6.184937,1001,2139.171173
1.640292,166,2142.152161
6.740846,905,2156.631111
0.019979,1001,2172.136668
2.377842,1001,2191.304815
0.002477,50,2192.405699
9.667882,1001,2207.980759
0.004663,53,2209.263983
4.3881,547,2217.911327
0,52,2219.202697
4.072455,1001,2235.060323
0.000305,134,2237.557995
0.133869,513,2245.800452
3.972915,1001,2264.609691
0,53,2265.896353
2.774942,526,2274.147969
0,67,2275.63822
8.184167,1001,2291.128748
7.042216,559,2301.354661
0,75,2303.178611
2.106074,529,2313.03483
0.000223,81,2314.900012
7.459936,1001,2335.280721
8.2762,1001,2352.223391
0.001187,223,2356.308289
3.202293,1001,2373.492775
10.981155,1001,2391.035108
0,45,2392.261089
9.741691,1001,2412.664333
0.00322,67,2414.251297
4.342632,1001,2430.966329
1.638003,386,2437.998399
0.002155,114,2440.395184
5.841369,1001,2457.939018
6.115167,1001,2477.682653
0,124,2480.080566
8.791897,1001,2495.613422
6.557742,1001,2510.877877
0.004703,66,2512.329148
2.379467,1001,2529.093193
5.61448,1001,2549.745673
7.289581,1001,2566.599664
6.165755,1001,2583.697341
0.004839,51,2585.090864
4.0608,706,2596.258065
4.63827,668,2607.763306
12.721454,1001,2628.32495
0.214858,183,2631.924827
4.601953,1001,2648.911391
4.179187,1001,2665.516335
0.001564,56,2667.001242
3.330733,864,2681.656029
9.410866,978,2701.414565
0,45,2702.746768
1.216917,152,2705.707961
8.136551,1001,2722.369738
0,87,2724.291193
0.747377,132,2727.038445
0,63,2728.581408
9.659104,1001,2745.487109
6.862518,816,2759.638791
7.148109,1001,2780.666878
6.691383,1001,2797.370827
0.287346,300,2802.695138
0.819831,423,2810.33153
9.094358,1001,2828.044287
6.108479,458,2836.349117
2.227841,578,2850.278509
0,58,2851.774293
0.088366,328,2857.895823
12.999301,971,2874.104858
1.247845,399,2881.085198
6.746658,1001,2898.04917
0.002805,53,2899.696125
0,64,2901.416582
9.023843,1001,2923.103774
5.450528,727,2936.209581
0,115,2938.625433
0.536189,149,2941.489735
4.483709,513,2950.516323
16.496139,1001,2968.031843
6.288893,548,2977.760238
14.865296,1001,2998.464283
6.359092,1001,3015.567484
7.799809,1001,3032.124523
7.69234,986,3048.76433
15.120721,1001,3070.279973
0.043885,202,3074.219349
10.067004,1001,3091.690611
9.197872,1001,3107.726411
17.525627,1001,3124.339207
4.49299,784,3136.750613
3.482693,654,3151.000491
1.956793,308,3156.524985
9.113392,1001,3173.272272
6.877317,1001,3189.935611
6.33774,998,3207.12796
0.006385,52,3208.577971
10.510309,1001,3228.931171
8.452851,1001,3246.873988
9.696955,1001,3263.165504
14.128584,1001,3279.307089
10.775527,1001,3299.678637
0,49,3301.085733
10.417027,1001,3318.023409
14.92156,1001,3334.396343
11.987246,1001,3350.882983
7.708421,854,3368.463691
0,111,3370.792624
2.334666,231,3374.928154
1.656504,458,3382.800473
0,47,3383.935069
9.785961,1001,3401.464868
16.266887,1001,3419.853345
0,54,3421.161336
14.667028,1001,3441.67574
2.250806,195,3445.424411
0.004803,195,3449.384106
10.245139,1001,3466.385385
0.007509,72,3468.160315
10.637941,1001,3485.307163
12.179602,837,3499.20499
14.280154,1001,3519.786904
5.137864,1001,3536.772749
11.779912,869,3551.974688
0,52,3553.282387
4.350849,721,3565.212411
15.85826,1001,3585.389749
0,69,3586.940912
13.288452,1001,3603.347787
1.723091,273,3608.159103
0,53,3609.488493
12.551071,1001,3625.73079
0,71,3627.546446
0.002946,51,3628.884353
0,58,3630.372181
11.456018,1001,3648.468256
0.012371,107,3650.759778
0.408241,341,3661.111964
14.244159,1001,3678.453263
2.599426,441,3686.627652
9.930809,978,3703.518986
14.011587,1001,3721.333894
0.001044,80,3723.285037
0,76,3725.058273
0.180662,240,3729.465473
12.863349,1001,3750.268703
14.242557,1001,3767.343888
5.832863,407,3774.478483
12.429736,1001,3790.455498
16.978583,1001,3809.898116
18.057691,1001,3825.625797
6.191331,636,3835.665247
14.943442,1001,3851.601604
0,52,3852.793204
13.113945,1001,3868.463654
0,299,3873.312417
17.035809,1001,3892.602376
12.32896,972,3908.440691
0.005738,57,3909.763656
19.054551,967,3926.642386
0,58,3928.161975
0,57,3929.552543
0,67,3931.238692
18.582863,1001,3952.69609
4.96222,1001,3969.966461
14.608831,1001,3987.183876
6.560661,767,4001.744463
14.793627,1001,4020.458251
0,134,4023.44299
0,56,4024.99181
15.584525,1001,4046.795734
22.716998,1001,4062.329486
2.347256,414,4068.944015
5.443783,1001,4084.352843
21.100558,1001,4105.361659
20.75957,1001,4134.420666
14.08305,1001,4162.543162
20.201517,1001,4191.334971
0.136143,158,4196.32389
0.853336,276,4204.943821
19.398288,1001,4240.725179
5.585436,1001,4269.357535
20.167178,1001,4297.373544
17.921447,1001,4325.376435
15.167577,1001,4359.011221
20.25444,1001,4387.807537
19.966412,1001,4417.066768
18.441796,1001,4445.19291
20.701109,1001,4477.311863
6.462027,389,4488.494252
0.012646,112,4492.230681
15.718404,1001,4521.033816
0.009216,62,4523.547923
6.540348,528,4538.373199
1.945853,409,4550.395774
0.032218,227,4557.556114
20.071663,1001,4590.737438
14.50649,1001,4618.758807
12.866937,1001,4647.189685
0,55,4649.523911
19.87782,1001,4677.557999
5.513414,444,4690.425527
5.052408,485,4704.474458
0.000368,67,4707.192477
18.501283,1001,4740.029296
0,89,4743.230742
14.143864,1001,4771.330626
0.005181,68,4773.925735
18.182302,1001,4802.139977
1.381706,323,4811.851398
2.442021,257,4819.730317
19.397947,1001,4856.763278
20.10343,1001,4885.333092
13.048297,1001,4913.092435
0.002359,105,4917.364694
19.761343,1001,4946.109262
4.385974,1001,4978.201047
21.238081,1001,5005.277004
0.000162,71,5007.974221
18.186261,1001,5036.029506
21.093302,1001,5063.505942
11.528512,1001,5096.041721
19.392046,1001,5122.903312
26.373413,1001,5150.945513
15.69649,1001,5178.220454
17.854978,1001,5210.979445
21.945895,1001,5238.047111
19.128233,1001,5265.702132
17.654144,1001,5293.388753
21.988665,1001,5326.361139
18.58203,1001,5353.628349
15.867768,1001,5381.26126
26.633708,1001,5408.860114
23.33593,1001,5442.171525
20.867807,1001,5470.12812
19.123017,1001,5497.518957
18.687475,1001,5525.643283
23.272363,1001,5577.319456
15.965481,1001,5624.724064
19.376755,1001,5671.131341
16.318888,1001,5703.572578
3.680999,282,5712.153372
0.005439,56,5714.518304
23.278974,1001,5748.385426
24.462965,1001,5777.043057
17.009564,1001,5805.952452
22.599599,1001,5834.533292
26.112495,1001,5858.394558
25.465471,1001,5874.693865
20.879929,1001,5891.086896
21.210398,1001,5907.940171
21.623497,1001,5928.411386
23.919104,1001,5945.387215
24.188723,1001,5961.74499
23.77377,1001,5978.65006
21.540989,1001,5998.665213
0.084975,176,6001.976707
8.920977,518,6010.490332
22.859061,1001,6026.422013
24.252678,1001,6042.707173
23.861045,1001,6059.006925
5.374292,463,6070.145761
7.632914,628,6080.600502
20.531211,1001,6096.689737
15.358325,1001,6113.125073
21.011584,1001,6129.179462
25.564256,1001,6148.903907
18.096566,1001,6164.914791
0,99,6167.000573
27.77867,1001,6184.115469
20.730166,1001,6200.343121
23.1167,1001,6220.213044
26.268803,1001,6236.606194
19.56222,1001,6252.86362
0,53,6254.163297
23.52695,1001,6270.272509
24.960038,1001,6289.813827
26.732987,1001,6306.255362
20.569487,1001,6322.3296
24.070963,1001,6338.433522
29.302387,1001,6358.842618
24.409707,1001,6375.091573
22.721264,1001,6391.110465
0.001783,67,6392.766914
20.713352,1001,6408.802698
23.576315,1001,6428.480504
20.896632,1001,6444.918773
24.013929,1001,6461.44557
15.882265,816,6475.245048
24.73265,1001,6495.369375
26.492499,1001,6511.813899
16.246599,772,6524.929111
26.798422,1001,6541.623057
26.752609,1001,6562.398394
20.83076,1001,6579.097267
0,73,6580.686038
24.5948,1001,6597.2387
20.479692,1001,6613.99633
24.872124,1001,6634.089941
28.843617,1001,6650.817385
28.788673,1001,6667.135112
5.935464,442,6674.532218
26.50154,1001,6691.530165
26.407361,1001,6712.124533
24.733863,1001,6728.344088
20.674229,1001,6744.660322
25.040079,1001,6761.585469
30.11115,1001,6782.038521
0.452212,236,6786.194201
27.434759,1001,6802.969895
18.330687,798,6816.207896
27.241811,1001,6832.897912
24.770844,1001,6853.5329
23.565245,1001,6869.894167
29.257314,1001,6886.263298
27.99068,1001,6903.198874
27.921897,1001,6923.134509
25.471528,1001,6940.176049
28.032729,1001,6956.991071
27.637445,1001,6973.539384
27.422583,1001,6994.063206
25.442066,1001,7011.080972
28.03565,1001,7027.44456
26.701091,1001,7044.081869
23.628734,1001,7060.774558
28.264261,1001,7081.656299
26.975214,1001,7098.254742
22.806375,1001,7115.167918
26.663252,1001,7132.045705
29.995444,1001,7152.109028
27.022225,1001,7168.511522
24.040501,1001,7184.953047
27.81316,1001,7201.804063
24.71046,1001,7222.058338
29.717415,1001,7239.121795
27.485447,1001,7256.101885
27.887695,1001,7272.952762
28.737149,1001,7292.646408
30.078141,1001,7309.709172
30.082259,1001,7326.306628
25.704959,1001,7343.062809
30.549063,1001,7363.305906
32.393858,1001,7379.543155
27.508314,1001,7395.965434
30.394984,1001,7412.982177
31.170504,1001,7432.949426
25.66738,1001,7449.403248
31.393024,1001,7465.762117
30.729576,1001,7482.403233
27.439308,1001,7502.466908
27.473309,1001,7519.175553
27.633568,1001,7535.904131
33.113015,1001,7552.331453
30.95328,1001,7572.937433
30.581802,1001,7589.264163
29.977242,1001,7605.641245
5.471971,325,7611.309238
22.972683,1001,7627.607709
29.438083,1001,7647.488784
29.860674,1001,7664.098281
27.92987,1001,7680.695697
31.464001,1001,7697.467869
25.488542,1001,7717.752216
26.975176,1001,7734.272036
28.180357,1001,7750.398705
28.723826,1001,7767.376918
31.193722,1001,7786.989455
29.318168,1001,7803.739897
30.143405,1001,7819.832831
30.562722,1001,7836.415424
27.292935,1001,7856.158901
31.762783,1001,7872.791439
31.853158,1001,7888.637174
29.974151,1001,7904.974869
29.756791,1001,7925.091739
31.216159,1001,7941.462062
27.278499,1001,7958.252005
27.224025,1001,7974.872257
30.643489,1001,7995.401658
28.874049,1001,8011.655261
27.983284,1001,8028.147257
31.303438,1001,8045.103343
31.143287,1001,8065.488139
29.912128,1001,8081.589859
32.154101,1001,8098.064952
28.289621,1001,8114.359579
28.976451,1001,8131.178777
27.823348,1001,8151.060434
26.787787,1001,8167.73024
31.721397,1001,8183.767365
27.727393,1001,8200.179201
31.962005,1001,8220.319142
26.492813,1001,8236.728832
28.275535,1001,8252.831859
27.185012,1001,8269.587577
29.135223,1001,8289.632371
7.490037,447,8297.155499
27.799074,1001,8313.12506
28.222325,1001,8329.712133
28.906553,1001,8349.663169
32.715722,1001,8366.144384
30.258633,1001,8382.370497
30.314652,1001,8398.815715
33.276579,1001,8418.351213
31.422888,1001,8434.143307
32.601505,1001,8449.801185
31.315245,1001,8465.82459
32.082118,1001,8481.374586
29.283217,1001,8500.296943
33.056538,1001,8515.93001
31.061967,1001,8531.229194
29.412218,1001,8547.242727
32.232721,1001,8566.008936
33.037797,1001,8581.658215
30.480932,1001,8596.965437
29.334889,1001,8612.865482
31.332527,1001,8631.591045
0.588587,177,8634.643784
31.583905,1001,8649.885312
27.414617,1001,8665.198752
29.893368,1001,8680.551873
28.990225,1001,8699.557068
31.986859,1001,8714.837034
30.234757,1001,8730.485322
32.901302,1001,8745.750898
31.811799,1001,8764.614116
30.594597,1001,8780.315476
30.824094,1001,8795.596903
29.031325,1001,8811.02166
31.961234,1001,8829.559552
32.506989,1001,8845.047548
33.264557,1001,8860.417362
33.329762,1001,8876.127288
26.083029,1001,8894.852904
27.989484,1001,8910.878829
31.908858,1001,8926.654995
32.288588,1001,8942.162176
31.900367,1001,8960.629111
32.706688,1001,8976.250297
31.871243,1001,8992.011491
30.187149,1001,9007.431739
16.405302,800,9023.299586
33.404217,1001,9039.1145
32.331726,1001,9054.946391
26.494161,1001,9070.968305
29.721007,1001,9088.884612
32.327835,1001,9104.33899
32.128804,1001,9119.948611
32.249493,1001,9135.314584
31.330671,1001,9150.654585
32.213814,1001,9168.94739
34.969047,1001,9184.128915
28.022125,1001,9199.696027
34.573263,1001,9214.865488
21.372304,1001,9232.922032
31.476611,1001,9248.772645
29.056717,1001,9264.608013
30.904132,1001,9279.938082
32.131646,1001,9298.051568
34.369256,1001,9313.692229
27.963663,1001,9328.800594
34.926587,1001,9344.13753
34.114144,1001,9361.690321
32.785531,1001,9376.641406
29.627781,1001,9391.852382
32.782263,1001,9407.602425
32.793812,1001,9425.606614
32.034972,1001,9441.125596
30.449102,1001,9456.931405
28.407867,1001,9472.468288
34.037692,1001,9490.501209
32.304479,1001,9506.247249
30.918296,1001,9521.871904
33.831893,1001,9537.606125
33.325051,1001,9555.239007
31.955466,1001,9570.454999
31.351203,1001,9586.034034
28.734606,1001,9601.468
31.510954,1001,9619.289343
34.369055,1001,9635.210694
31.785703,1001,9650.775079
13.324552,474,9658.186528
34.730366,1001,9673.702976
32.801004,1001,9691.819573
33.603789,1001,9707.01866
32.553264,1001,9722.610528
33.338424,1001,9738.276313
30.262132,1001,9756.706622
34.005357,1001,9772.394754
31.769376,1001,9788.019447
30.201096,1001,9803.448713
34.412381,1001,9821.2943
31.188609,1001,9836.539412
35.190003,1001,9851.487966
34.639298,1001,9866.865647
35.505892,1001,9884.724206
33.287363,1001,9899.624936
33.906982,1001,9915.130075
28.993148,1001,9930.756202
35.444861,1001,9948.576656
34.120416,1001,9964.345037
31.249984,1001,9979.9904
33.391062,1001,9995.081343
32.987579,1001,10013.557528
31.748557,1001,10029.032177
31.871927,1001,10044.037973
33.046396,1001,10059.109547
30.923436,1001,10077.541061
35.966725,1001,10092.707036
23.099502,1001,10108.52501
34.028183,1001,10124.220075
30.956717,1001,10142.160929
33.846229,1001,10157.780895
33.603429,1001,10173.088773
32.088071,1001,10188.462913
32.083838,1001,10203.7909
30.136786,1001,10221.626583
8.039814,399,10228.064573
33.850141,1001,10243.785389
32.016483,1001,10259.200017
36.181718,1001,10277.222359
32.550924,1001,10293.035866
34.554783,1001,10308.596925
32.02948,1001,10323.782653
34.591608,1001,10342.371236
33.447888,1001,10358.107342
35.539125,1001,10373.183516
32.279186,1001,10388.880985
33.983827,1001,10407.61037
32.978614,1001,10422.675959
32.251365,1001,10438.171885
32.677005,1001,10453.876406
29.999637,1001,10472.176035
33.551665,1001,10487.433918
34.990609,1001,10503.29871
33.546198,1001,10518.778197
34.376544,1001,10534.343443
36.155066,1001,10552.971681
35.150338,1001,10568.143137
35.097527,1001,10583.875323
30.371688,1001,10599.44576
33.046465,1001,10617.787285
31.535753,1001,10633.617203
33.480603,1001,10649.16484
34.99605,1001,10664.229922
34.673676,1001,10682.798423
33.74562,1001,10698.689154
34.227671,1001,10714.645974
32.472328,1001,10730.475303
32.382116,1001,10748.957742
4.271474,285,10753.578999
33.540601,1001,10769.478183
34.809539,1001,10785.090218
34.93546,1001,10800.338116
35.311186,1001,10818.608146
33.69362,1001,10833.931292
33.744153,1001,10849.58067
32.562802,1001,10865.218624
32.900404,1001,10884.062399
34.229951,1001,10898.967369
35.993,1001,10914.540861
33.197247,1001,10929.608042
33.63149,1001,10948.350618
36.61837,1001,10964.120939
34.781687,1001,10980.171936
36.511048,1001,10995.260093
33.384207,1001,11013.918259
32.880986,1001,11029.713968
33.178767,1001,11044.771524
32.936621,1001,11060.649692
33.890814,1001,11078.878101
34.583538,1001,11093.756124
34.699946,1001,11109.273661
33.430605,1001,11124.968894
33.167388,1001,11142.413687
32.017001,1001,11157.887101
32.511605,1001,11173.756904
33.038599,1001,11189.112011
33.679261,1001,11207.696292
22.224732,761,11219.951156
36.270569,1001,11235.492563
35.244464,1001,11251.362443
13.602357,528,11259.784869
37.982775,1001,11278.978162
33.719637,1001,11294.778113
34.108334,1001,11310.172371
36.640484,1001,11325.232704
35.760079,1001,11343.521008
34.103288,1001,11359.017627
35.885238,1001,11374.156004
35.82438,1001,11389.641742
37.226432,1001,11408.343283
10.68941,513,11416.435993
35.535092,1001,11431.977437
36.692408,1001,11447.792085
35.07416,1001,11463.711257
34.01662,1001,11481.847036
35.3835,1001,11497.636337
35.687855,1001,11513.064548
35.950945,1001,11528.559676
33.096268,1001,11547.311414
35.05688,1001,11562.267994
33.788663,1001,11578.063544
28.398521,1001,11593.714117
29.646016,1001,11612.203192
33.991321,1001,11627.833123
33.984216,1001,11643.323635
35.123183,1001,11659.107992
36.338355,1001,11677.516801
35.852671,1001,11693.236624
35.249555,1001,11708.560342
36.768846,1001,11723.937926
33.790996,1001,11741.93019
36.278315,1001,11757.464863
32.417806,1001,11771.963637
35.691557,1001,11786.820571
33.728871,1001,11804.94553
36.308326,1001,11819.984799
36.569472,1001,11835.471729
29.528412,1001,11850.83833
35.032013,1001,11869.024448
35.06734,1001,11883.9613
34.397923,1001,11899.893255
37.98689,1001,11915.10451
35.498464,1001,11933.119835
34.798356,1001,11948.109842
35.41261,1001,11963.447477
37.312558,1001,11977.891426
33.904427,1001,11993.198621
34.22979,1001,12010.55611
35.86176,1001,12025.84494
35.3817,1001,12041.081872
35.532963,1001,12056.624394
35.550931,1001,12074.243703
34.418529,1001,12089.500828
33.202254,1001,12104.779274
35.730221,1001,12120.236456
35.138085,1001,12137.770276
34.517323,1001,12153.273537
34.498865,1001,12168.400523
35.866721,1001,12183.303403
34.114773,1001,12200.726931
35.102845,1001,12216.394664
35.279508,1001,12231.34653
32.007419,1001,12246.854583
36.463744,1001,12264.257265
35.297061,1001,12279.52578
35.636824,1001,12295.228084
34.406404,1001,12310.433791
36.326133,1001,12327.780596
34.793949,1001,12342.752651
34.773032,1001,12358.187232
34.376147,1001,12373.240504
34.898622,1001,12390.588646
35.332514,1001,12406.083436
36.749464,1001,12421.63701
33.403933,1001,12436.972966
37.004052,1001,12454.499831
35.504404,1001,12469.370938
36.645944,1001,12484.811251
34.758848,1001,12498.029746
34.307626,1001,12522.80892
35.152919,1001,12544.1842
35.669204,1001,12565.625019
35.519187,1001,12586.968212
34.214599,1001,12612.126189
34.802718,1001,12633.226459
35.583039,1001,12654.180258
35.978211,1001,12675.324573
36.154776,1001,12700.448313
31.931816,1001,12721.738171
36.531453,1001,12742.85207
35.767249,1001,12764.145484
36.971907,1001,12786.261563
37.128281,1001,12811.021777
35.860252,1001,12832.065808
35.559817,1001,12853.043418
35.358841,1001,12874.730294
35.541205,1001,12899.650074
33.82632,1001,12920.651504
36.308024,1001,12941.721961
35.803963,1001,12962.458161
36.801151,1001,12987.154631
32.607635,1001,13008.094574
36.60544,1001,13029.137423
34.332735,1001,13050.525069
34.955992,1001,13075.066819
34.993674,1001,13095.91569
