#{"t_start": 1671200084.0731769, "env_id": null}
r,l,t
1.822768,1001,1753.568434
4.964466,1001,1765.238975
6.204364,776,1774.377068
0,50,1775.319997
0.008105,1001,1786.777643
5.138296,490,1792.31403
1.029875,149,1794.305634
3.570989,328,1800.576007
3.921242,626,1808.121055
0.311067,300,1811.666276
1.424704,1001,1831.251669
2.560219,1001,1842.477829
2.09295,609,1849.362213
0.002201,59,1850.278525
3.584428,801,1861.514519
6.977331,1001,1872.842615
0.010308,241,1876.271388
9.106537,1001,1888.869789
0.00691,93,1890.452778
10.573053,1001,1908.123454
1.618587,979,1935.082619
0.002339,42,1936.765246
1.692989,1001,1959.89439
0.828056,173,1965.215656
2.931154,550,1979.447846
1.655193,308,1986.760582
8.950636,1001,2009.442735
0.002892,802,2032.296928
1.576902,207,2037.425042
3.774915,1001,2060.177613
7.846691,1001,2083.801256
6.778287,1001,2106.080582
0.872275,1001,2132.956471
0.715926,1001,2155.396002
2.693959,1001,2178.457202
9.147382,699,2194.308273
9.331097,1001,2221.688634
12.349012,1001,2245.036133
0.002553,53,2246.751204
17.597403,1001,2269.160901
20.207716,1001,2292.387871
6.350534,948,2319.032234
6.762006,1001,2342.232168
6.275858,1001,2365.233842
9.851558,1001,2387.979869
6.716709,657,2402.985322
0.001118,80,2405.469945
6.853495,1001,2434.008999
5.012236,1001,2456.509551
0.274207,130,2460.168884
0.555917,673,2476.074776
7.057281,1001,2498.486956
5.676135,1001,2525.456897
6.767771,1001,2547.901615
6.224864,1001,2570.900817
5.044969,1001,2594.059358
9.405231,1001,2620.750402
3.42899,1001,2643.30236
3.200622,1001,2665.862124
13.232506,1001,2688.749417
14.364005,1001,2717.195065
3.675627,1001,2739.837685
9.765483,1001,2762.429882
1.079828,873,2781.632428
11.608246,1001,2808.650992
3.075123,1001,2831.383489
2.07867,760,2848.360375
3.121958,1001,2871.249652
7.056875,1001,2894.547087
3.122922,428,2909.027765
18.544295,1001,2931.904299
3.024902,360,2940.856818
10.901526,971,2962.853136
1.657611,1001,2985.891827
7.170956,756,3008.168254
3.184632,1001,3030.734611
23.281564,1001,3053.213063
14.036069,1001,3076.20012
8.620586,1001,3103.945006
5.769819,420,3114.027293
8.489519,1001,3136.810018
2.222393,1001,3160.280334
5.602609,918,3181.018674
17.798181,1001,3207.99849
5.959731,362,3216.702933
10.652905,1001,3238.994977
14.082371,1001,3262.668897
5.987633,1001,3286.614013
1.718768,1001,3314.182441
10.250537,1001,3337.069688
13.664011,1001,3360.770364
13.886719,1001,3384.197245
7.300142,568,3402.96243
14.964468,1001,3426.0072
2.232288,1001,3449.097022
5.026857,1001,3472.714789
7.802244,1001,3496.260157
1.496053,706,3516.950807
2.960125,1001,3540.338261
21.781768,1001,3563.6767
10.871713,1001,3587.301329
16.182207,1001,3614.437992
5.157606,1001,3637.282726
0.192307,390,3646.465456
6.988038,1001,3669.291827
18.355553,1001,3692.342796
8.401244,1001,3719.359126
12.587153,1001,3741.37743
18.453961,1001,3764.203386
6.411955,1001,3787.288192
5.191047,1001,3814.139623
14.61702,1001,3837.404266
19.204619,1001,3859.942491
15.070157,1001,3882.319483
2.162265,271,3888.903549
9.941133,1001,3916.161578
8.565264,1001,3938.246384
2.417131,1001,3961.080779
16.483542,1001,3984.974364
9.492078,1001,4011.935752
14.327879,1001,4035.368209
9.97617,1001,4058.28396
16.540024,1001,4081.288777
6.268666,1001,4108.075507
11.955014,733,4124.54932
16.819352,1001,4147.943552
13.100524,1001,4170.515844
22.375331,1001,4198.146801
12.67989,1001,4221.755393
10.618316,1001,4243.440598
15.371577,1001,4265.599023
8.718064,1001,4292.683743
17.35516,1001,4315.270928
10.521977,1001,4338.337403
9.882878,433,4349.120231
4.144364,1001,4371.57959
13.830593,1001,4398.128922
17.582021,1001,4420.696724
14.67701,1001,4444.72727
15.759155,1001,4466.916829
15.131508,1001,4494.498023
6.069161,1001,4517.625355
12.017831,1001,4540.536686
16.307427,1001,4563.863069
10.098475,533,4576.385696
24.934694,1001,4604.797261
16.517846,1001,4627.355042
13.575009,1001,4649.456933
10.358663,1001,4671.21537
21.125758,1001,4696.970644
5.236972,644,4711.628974
19.911386,1001,4733.303824
5.493907,599,4746.918107
26.856978,1001,4773.3011
22.226437,1001,4796.226152
16.557721,1001,4819.30542
16.946052,1001,4841.251518
17.660752,1001,4864.742294
20.885661,1001,4891.861464
23.628326,1001,4914.638811
17.68947,1001,4938.457549
14.194966,1001,4961.025488
21.799426,1001,4988.788456
25.086515,1001,5010.741885
14.574503,1001,5033.517311
22.208438,1001,5055.830035
21.527862,1001,5082.551222
25.133447,1001,5105.647545
17.035706,1001,5129.771586
22.518619,1001,5152.01381
22.96758,1001,5178.980773
20.337754,1001,5202.906739
24.648654,1001,5226.635037
26.411525,1001,5249.172201
9.411718,566,5266.543952
18.036643,1001,5289.706134
24.467584,1001,5312.977034
21.017329,1001,5336.037331
27.586862,1001,5363.596943
2.734622,211,5368.954332
25.239236,1001,5392.900002
14.186563,1001,5415.908699
20.185818,1001,5438.807318
0.237413,126,5442.128275
23.092961,1001,5469.520441
24.500135,1001,5493.111835
25.52703,1001,5516.730936
27.724023,1001,5540.062835
18.490683,1001,5568.006926
25.758709,1001,5591.677455
25.290523,1001,5614.686552
31.856788,1001,5637.454854
16.575275,1001,5665.155729
26.908074,1001,5688.290559
26.064894,1001,5711.578343
20.158499,1001,5734.758814
25.716827,1001,5762.971861
29.407817,1001,5784.960493
25.209597,1001,5807.580203
24.470333,1001,5829.754667
26.753139,1001,5852.182028
25.694251,1001,5875.281496
29.961065,1001,5897.93085
24.114558,1001,5920.605868
28.215103,1001,5944.274387
23.053881,1001,5971.411173
22.493579,1001,5994.489596
25.606387,1001,6017.17868
27.390859,1001,6040.416819
25.525529,1001,6067.87268
25.991466,1001,6091.60306
20.229628,1001,6115.317622
24.573263,1001,6139.264262
20.852747,1001,6167.261792
29.098468,1001,6190.558408
25.771766,1001,6212.675302
29.189775,1001,6235.493735
27.171541,1001,6262.786507
22.038394,1001,6285.083144
26.936737,1001,6308.263789
28.131942,1001,6331.070016
28.757929,1001,6358.784886
30.339339,1001,6382.455013
27.553395,1001,6404.870109
26.823657,1001,6428.403462
25.619968,1001,6455.199718
23.631045,1001,6478.222996
27.355723,1001,6500.601503
28.535449,1001,6522.804798
27.980033,1001,6549.701993
30.37818,1001,6573.395838
27.377601,1001,6595.503859
30.767684,1001,6617.881172
25.671686,1001,6644.259912
26.995221,1001,6666.549866
31.182671,1001,6687.529832
21.636791,1001,6708.990626
23.061536,1001,6736.205673
28.864369,1001,6757.70912
24.611688,1001,6779.513605
27.787095,1001,6801.352723
21.824212,982,6826.186019
27.494596,1001,6847.377364
29.439397,1001,6869.196918
27.691858,1001,6889.661348
29.154428,1001,6913.081325
28.9431,1001,6940.936386
27.87437,1001,6966.63186
29.727018,1001,6993.771037
31.334302,1001,7021.249666
29.42501,1001,7052.57325
25.673032,1001,7079.643379
30.337356,1001,7105.306937
29.900969,1001,7130.819981
28.467657,1001,7160.547922
28.552057,1001,7186.946563
31.493901,1001,7212.365961
29.69774,1001,7238.761088
10.328281,1001,7269.685477
26.140852,1001,7296.272673
29.955413,1001,7323.204386
31.676858,1001,7349.395278
30.074837,1001,7380.706219
29.235657,1001,7408.005852
13.711332,590,7423.613923
29.384683,1001,7449.023624
23.585201,1001,7479.609285
32.534301,1001,7505.448472
19.062914,740,7524.679011
30.271212,1001,7550.973176
29.083581,1001,7577.055086
29.128206,1001,7608.998742
31.915532,1001,7637.211311
30.286298,1001,7666.520497
29.291505,1001,7693.273797
26.765471,1001,7724.661789
32.297441,1001,7751.822849
27.857162,1001,7778.640887
30.020742,1001,7805.845744
30.979907,1001,7838.008248
29.354299,1001,7865.278306
30.972268,1001,7891.986248
30.810109,1001,7916.720549
32.902766,1001,7945.633486
32.480908,1001,7970.217119
28.238705,1001,7994.681834
29.748877,1001,8019.314615
31.052507,1001,8047.800683
29.089226,1001,8072.40313
30.343343,1001,8098.199671
31.011083,1001,8123.623268
31.310835,1001,8152.54139
31.542269,1001,8177.494582
31.668097,1001,8202.276709
33.857515,1001,8226.997229
32.89181,1001,8255.842583
28.756365,1001,8280.859137
26.622309,1001,8306.397732
29.651727,1001,8332.22866
32.39453,1001,8363.127543
32.230749,1001,8390.003586
28.988111,1001,8416.425189
30.351385,1001,8442.411352
32.363712,1001,8468.43082
31.746683,1001,8499.143625
31.36915,1001,8526.390528
31.202809,1001,8550.013439
25.613668,1001,8576.920536
33.168525,1001,8608.810297
32.07732,1001,8635.844091
32.087823,1001,8662.718745
32.909578,1001,8689.236997
30.512571,1001,8720.906057
32.719613,1001,8748.505387
32.987558,1001,8776.282453
33.485621,1001,8802.821563
24.046174,758,8827.789073
32.843289,1001,8854.665945
34.899401,1001,8881.4979
10.852713,399,8893.156197
33.895309,1001,8920.942288
32.96338,1001,8953.875549
32.209748,1001,8981.445936
33.650825,1001,9008.345256
31.797035,1001,9034.466441
33.195232,1001,9065.36343
32.626688,1001,9091.593204
31.268205,1001,9117.538089
1.620284,131,9121.597102
33.75875,1001,9148.372635
33.282516,1001,9178.371195
33.733683,1001,9204.845966
32.931664,1001,9231.501536
30.654875,1001,9258.585013
31.125348,1001,9290.060584
31.310112,1001,9317.12507
33.70253,1001,9344.748484
31.288972,1001,9371.173362
31.563452,1001,9401.711078
33.337156,1001,9428.233079
34.857116,1001,9454.903207
31.489189,1001,9483.358208
33.165359,1001,9519.165072
31.170802,1001,9546.190296
33.946913,1001,9574.012921
35.017698,1001,9601.744458
31.639788,1001,9633.016108
33.213597,1001,9659.243536
30.438036,1001,9686.061184
34.146882,1001,9712.275726
32.352004,1001,9745.280856
34.04402,1001,9772.079525
32.035916,1001,9799.397028
32.210238,1001,9826.857434
32.991188,1001,9857.966809
29.762808,1001,9884.760258
34.570868,1001,9911.898404
33.420588,1001,9939.660894
32.822447,1001,9970.944112
32.725508,1001,9998.053337
33.864094,1001,10024.438391
33.214654,1001,10050.885113
31.635152,1001,10076.640012
31.785684,1001,10106.829288
34.383859,1001,10133.116211
33.92187,1001,10159.3485
33.249452,1001,10184.482028
34.554546,1001,10214.461746
29.755506,1001,10241.144739
33.295897,1001,10268.174844
32.854157,1001,10294.965395
35.815352,1001,10325.551648
35.077108,1001,10352.456089
34.48921,1001,10378.781911
34.47186,1001,10401.177478
33.967208,1001,10423.392081
33.368619,1001,10441.371357
35.241191,1001,10459.259379
33.258397,1001,10477.446206
34.780653,1001,10499.604532
33.766089,1001,10519.932651
33.443028,1001,10537.624357
34.646469,1001,10555.972778
34.34367,1001,10577.586494
34.581917,1001,10597.495877
31.171539,1001,10616.740892
33.579734,1001,10637.329109
33.548208,1001,10665.88317
34.036086,1001,10686.127711
34.808859,1001,10706.472007
34.043613,1001,10724.77422
34.895185,1001,10746.256674
33.721353,1001,10764.061201
35.353311,1001,10782.296775
32.692113,1001,10801.497514
33.40271,1001,10826.625775
34.359035,1001,10852.627567
34.272355,1001,10880.301174
35.102065,1001,10907.071936
34.318537,1001,10938.060235
35.054553,1001,10965.155347
36.457503,1001,10991.377769
35.75582,1001,11017.690252
34.519671,1001,11048.354653
34.504079,1001,11074.213378
33.245056,1001,11100.460082
32.086703,1001,11126.609093
33.360713,1001,11153.164183
34.709479,1001,11183.987594
32.066546,1001,11210.163032
34.264852,1001,11236.845254
34.16251,1001,11263.543841
32.929801,1001,11294.049585
34.786498,1001,11320.570272
36.553374,1001,11347.235464
34.627225,1001,11373.824182
35.278338,1001,11404.317639
34.97756,1001,11431.006741
34.805937,1001,11457.741546
34.06885,1001,11484.217065
35.840409,1001,11514.820677
36.354687,1001,11542.098775
35.254832,1001,11568.811096
34.298169,1001,11594.905563
34.248301,1001,11625.523515
34.508335,1001,11652.048854
35.390783,1001,11678.021677
34.770335,1001,11704.390554
33.961561,1001,11734.673413
31.892342,1001,11761.579278
34.02542,1001,11792.449632
36.55451,1001,11819.186697
35.948465,1001,11849.948905
34.03306,1001,11876.394865
35.778828,1001,11903.049133
35.381766,1001,11930.911347
35.139897,1001,11961.630388
34.067246,1001,11988.961203
35.859183,1001,12016.287267
34.509675,1001,12042.893223
34.701732,1001,12074.538191
34.851486,1001,12101.579261
35.201555,1001,12127.872958
35.737843,1001,12151.42634
35.34221,1001,12180.829167
34.025434,1001,12204.668948
36.766521,1001,12229.016615
35.720284,1001,12252.343552
36.966917,1001,12280.163106
35.100843,1001,12303.951
36.614407,1001,12327.891474
35.869009,1001,12352.317439
35.444184,1001,12376.726155
35.077725,1001,12405.53603
35.630984,1001,12430.631062
35.91985,1001,12454.489396
35.133919,1001,12478.431399
36.917946,1001,12507.126312
36.37661,1001,12530.851089
37.294528,1001,12555.095102
35.401651,1001,12579.624757
36.836344,1001,12608.725479
36.186537,1001,12634.062551
36.237052,1001,12658.679082
36.738514,1001,12682.888972
35.989273,1001,12711.723715
36.043007,1001,12735.715907
36.14179,1001,12759.597321
35.305492,1001,12783.17046
35.734772,1001,12811.593314
35.491027,1001,12835.815721
35.078334,1001,12859.951631
33.79095,1001,12884.033578
35.998406,1001,12912.531376
37.943154,1001,12935.815654
37.097198,1001,12950.014446
37.067252,1001,12962.276249
34.347685,1001,12977.917147
35.873498,1001,12991.327035
36.016149,1001,13003.865846
37.209334,1001,13017.37584
37.802347,1001,13033.829222
35.913169,1001,13046.857769
36.254043,1001,13060.272166
35.638519,1001,13073.716879
36.131592,1001,13089.590836
35.647229,1001,13103.16975
36.918321,1001,13115.465117
36.456561,1001,13128.260531
36.458859,1001,13144.608485
37.099903,1001,13157.599671
35.80955,1001,13170.103285
37.980683,1001,13183.740768
36.67049,1001,13201.95334
36.006064,1001,13216.740355
37.83566,1001,13230.01893
2.086129,142,13232.14366
37.276272,1001,13246.493173
36.385354,1001,13262.740098
36.526789,1001,13276.818708
35.548017,1001,13291.155573
36.39073,1001,13305.369436
37.060499,1001,13318.112469
36.851067,1001,13332.534491
36.184443,1001,13345.129671
34.039682,1001,13358.170912
35.027382,1001,13372.005586
36.64557,1001,13387.547187
37.308032,1001,13400.687547
37.957321,1001,13413.85
34.955708,1001,13427.975019
37.973703,1001,13444.096317
34.514248,1001,13457.804306
34.283625,1001,13471.051121
34.793937,1001,13484.239473
35.051853,1001,13502.665876
37.360031,1001,13517.587127
37.198685,1001,13533.176842
37.803568,1001,13548.482846
36.248139,1001,13566.717971
36.392291,1001,13582.248067
36.799959,1001,13596.940191
36.656795,1001,13612.214695
38.217543,1001,13631.022965
37.985306,1001,13647.33882
37.318426,1001,13663.089577
35.892479,1001,13678.20753
35.424195,1001,13696.335563
36.737466,1001,13712.377668
36.455125,1001,13726.388416
37.106474,1001,13745.100533
36.943461,1001,13774.680102
37.884457,1001,13799.97612
38.110103,1001,13825.127543
36.911769,1001,13850.651008
37.758354,1001,13876.503601
36.386628,1001,13893.930918
32.960079,1001,13911.462424
37.287894,1001,13929.227704
28.395869,1001,13950.355449
35.838929,1001,13968.106756
36.41677,1001,13985.90864
36.820086,1001,14003.995312
37.287429,1001,14025.281004
36.107835,1001,14042.859022
35.343434,1001,14060.656595
34.575979,1001,14078.0228
35.474115,1001,14095.791104
37.248327,1001,14116.518757
35.851714,1001,14135.089605
35.131303,1001,14152.787251
37.934634,1001,14170.39176
36.286801,1001,14191.41759
37.108185,1001,14209.33895
37.183195,1001,14227.326613
38.022629,1001,14245.288856
37.787859,1001,14266.077785
35.787087,1001,14283.83182
38.461592,1001,14301.52665
38.115858,1001,14319.351719
37.27549,1001,14340.216422
38.570825,1001,14357.790856
37.534681,1001,14374.932834
36.355751,1001,14392.415056
37.116311,1001,14415.770584
37.624148,1001,14434.307753
36.125376,1001,14452.764913
36.042753,1001,14470.763488
37.7057,1001,14491.634156
36.94168,1001,14509.856312
37.5389,1001,14527.817408
37.416497,1001,14546.038403
37.733665,1001,14567.356236
39.307856,1001,14586.056846
37.633966,1001,14604.147403
37.669096,1001,14621.843995
37.939677,1001,14643.184305
38.589595,1001,14661.925215
36.045986,1001,14680.440491
38.318582,1001,14698.260017
38.039486,1001,14720.767535
37.984616,1001,14738.828373
37.743172,1001,14756.675712
37.654956,1001,14774.44526
38.360158,1001,14795.317744
37.77242,1001,14813.176436
37.764085,1001,14831.360825
37.822813,1001,14848.753786
38.696957,1001,14870.08985
38.307027,1001,14887.650329
37.643614,1001,14904.97387
38.174667,1001,14922.664299
38.521589,1001,14940.646975
37.106363,1001,14961.630242
35.415424,1001,14979.668411
37.973989,1001,14997.302364
35.982912,1001,15015.132987
37.080328,1001,15040.501342
37.523142,1001,15058.838538
10.699473,455,15067.502837
37.915822,1001,15085.23303
35.962886,1001,15106.187642
38.282495,1001,15124.446432
38.352284,1001,15143.245967
37.365714,1001,15161.1155
37.925167,1001,15181.92126
38.439389,1001,15199.654248
38.406327,1001,15217.380443
37.789693,1001,15236.128656
37.811387,1001,15257.44883
36.757008,1001,15275.590899
38.701756,1001,15294.83941
38.393927,1001,15311.966542
39.030321,1001,15329.552781
37.587203,1001,15350.368491
39.294113,1001,15367.750683
39.004508,1001,15385.083515
36.79391,1001,15402.653013
36.778816,1001,15423.726143
37.75514,1001,15441.490349
38.000196,1001,15456.241647
36.748528,1001,15469.784616
37.979869,1001,15486.076796
37.466327,1001,15500.38093
37.310323,1001,15516.008647
38.179882,1001,15529.857671
38.584253,1001,15544.638274
38.161548,1001,15558.382702
38.027275,1001,15570.339798
38.319736,1001,15583.985681
37.873483,1001,15599.501619
37.919838,1001,15613.208803
37.752231,1001,15626.851699
38.245214,1001,15640.574866
37.582446,1001,15656.14572
38.479005,1001,15669.70213
36.389055,1001,15681.934176
37.658775,1001,15695.449033
37.427047,1001,15711.252718
38.578188,1001,15724.875051
37.706853,1001,15738.687181
2.643167,146,15740.933372
39.011797,1001,15754.537621
38.562648,1001,15770.541938
38.483053,1001,15783.983463
37.179034,1001,15796.414898
38.443399,1001,15809.970414
39.564631,1001,15825.358796
38.440456,1001,15838.512665
38.472055,1001,15852.117159
38.486993,1001,15865.7641
37.266198,1001,15881.47344
37.4156,1001,15895.05949
37.879022,1001,15908.009333
37.907288,1001,15921.288234
38.075818,1001,15937.371723
37.183107,1001,15950.835838
37.956161,1001,15963.996333
37.900603,1001,15977.284461
38.126018,1001,15993.45176
37.637382,1001,16006.439731
37.842775,1001,16019.243105
38.4069,1001,16032.0235
38.543318,1001,16045.32099
37.559324,1001,16060.639966
37.697391,1001,16074.329883
38.317287,1001,16087.760319
38.600207,1001,16101.359451
39.237368,1001,16116.758369
36.8086,1001,16130.344374
37.993151,1001,16142.647171
37.338192,1001,16156.022995
37.984619,1001,16171.774518
39.545166,1001,16185.366075
38.383668,1001,16199.266944
37.631596,1001,16212.814225
37.486257,1001,16228.286836
37.583405,1001,16242.154898
37.813752,1001,16254.85029
38.022903,1001,16270.690228
37.28532,1001,16288.330931
36.051929,1001,16303.434198
36.278691,1001,16318.995511
38.798401,1001,16335.469805
38.304655,1001,16353.993088
36.522314,1001,16369.096209
39.523774,1001,16387.879304
39.095884,1001,16412.151707
38.401399,1001,16441.403213
37.037624,1001,16460.668432
38.323506,1001,16474.306924
39.349143,1001,16487.825626
38.117135,1001,16503.511763
36.899239,1001,16517.257991
37.374031,1001,16530.20075
38.039455,1001,16543.257309
38.899525,1001,16559.088478
38.502777,1001,16572.314155
37.956208,1001,16586.045471
39.001111,1001,16599.223761
38.097543,1001,16614.794739
26.335843,1001,16628.186701
38.316939,1001,16640.995206
38.710298,1001,16653.731386
38.199318,1001,16669.684167
39.014275,1001,16682.946777
37.877634,1001,16696.754595
37.984665,1001,16710.426286
37.45861,1001,16724.229958
36.873888,1001,16739.628563
37.337998,1001,16753.403676
37.958412,1001,16765.782226
39.182586,1001,16779.366172
38.279794,1001,16794.967169
38.579845,1001,16808.694618
37.101377,1001,16822.094106
37.373425,1001,16835.745618
39.375643,1001,16851.309256
38.444974,1001,16865.21916
38.165174,1001,16877.368507
38.44637,1001,16891.01765
38.30076,1001,16906.779783
37.965266,1001,16920.61381
38.431347,1001,16934.522049
37.781032,1001,16948.424017
39.794035,1001,16964.132478
39.225922,1001,16978.186408
36.899635,1001,16990.846066
38.35699,1001,17004.348608
38.530889,1001,17020.213212
38.019426,1001,17033.959342
37.730469,1001,17047.944857
39.027964,1001,17061.707236
38.352072,1001,17077.722538
39.039568,1001,17092.319307
40.147513,1001,17107.184744
39.077916,1001,17121.883079
37.705772,1001,17141.010756
39.096328,1001,17157.628317
38.69834,1001,17173.769744
38.867607,1001,17190.0709
38.091221,1001,17208.66166
37.98717,1001,17224.527468
37.685903,1001,17240.034107
39.052115,1001,17255.305474
38.553715,1001,17273.896485
37.54063,1001,17289.832536
39.418636,1001,17305.39025
39.716683,1001,17320.852865
38.404758,1001,17339.763407
39.26787,1001,17355.321532
38.563776,1001,17370.945567
37.872209,1001,17386.004899
39.794791,1001,17401.941806
38.486748,1001,17420.90902
38.188336,1001,17437.056451
38.797485,1001,17452.89468
39.570918,1001,17468.48327
39.359324,1001,17485.69307
39.538421,1001,17499.229501
