#{"t_start": 1670333000.179513, "env_id": null}
r,l,t
0.003585,10,99.60636
0,8,100.15112
0,8,100.672044
0,6,101.183155
0,7,101.701284
0.003553,10,102.213552
0.002228,9,102.706881
0,13,103.298895
0,8,103.861231
0,6,104.38586
0,7,104.932479
0,6,105.374694
0,10,105.917898
0.000605,11,106.453485
0.010619,9,107.03728
0,9,107.575428
0,6,108.069929
0,9,108.572634
0,11,109.149427
0,10,109.667499
0.003522,10,110.189212
0.000377,9,110.743792
0,6,111.262471
0,9,111.776467
0,12,112.324638
0.001466,11,112.845002
0,11,113.373209
0,9,113.880059
0,9,114.431551
0,10,115.025402
0,7,115.507001
0.002325,6,115.985693
0,9,116.494308
0.014332,11,117.052001
0,5,117.585958
0,5,118.085514
0.011191,8,118.665963
0,8,119.13766
0,12,119.660504
0,12,120.220103
0,8,120.792295
0.005744,11,121.346262
0.015114,13,121.943477
0,10,122.456612
0.009883,8,122.975443
0,9,123.514293
0.001348,10,124.002502
0.008022,7,124.505327
0,9,125.09706
0,8,125.655715
0.000847,7,126.162206
0,5,126.60571
0,6,127.114778
0,12,127.70837
0,10,128.220356
0,8,128.749931
0.001237,6,129.272035
0,6,129.743812
0.000318,8,130.258145
0,16,130.853109
0.003788,9,131.383466
0,8,131.917579
0,8,132.445748
8.8e-05,11,133.023642
0,7,133.477916
0,9,133.98866
0.0034,10,134.533568
0,10,135.079418
0,12,135.628782
0,9,136.16386
0,9,136.711155
0,7,137.184164
0.002207,10,137.741433
0,8,138.261671
0,9,138.83368
0.004127,8,139.356319
0.005218,10,139.927404
0,11,140.52798
0,6,141.114493
0.000639,10,141.701922
0.003136,10,142.292727
0,8,142.860729
0,9,143.38972
0,8,143.880119
0.004193,12,144.427661
0.000414,10,144.983252
0,12,145.507024
0,8,146.020298
0,12,146.618184
0,5,147.122455
0.001936,9,147.760587
0,6,148.289675
0,9,148.900364
0.003215,9,149.561849
0,6,150.163465
0,5,150.764832
0,11,151.378378
0.001456,7,152.004842
0,8,152.552845
0,10,153.124503
0,9,153.738859
0.002013,12,154.342119
0,7,154.857718
0,7,155.42154
0,8,155.983676
0,10,156.587746
0,7,157.183194
0,11,157.831549
0.009371,9,158.440536
0,9,159.048558
0.013525,16,159.680399
0,10,160.250726
0,9,160.902994
0,7,161.474605
0.000177,8,162.084161
0.007499,7,162.681039
0.002073,7,163.26757
0.003633,16,163.930529
0,8,164.46994
0,7,165.04062
0,9,165.60567
0,7,166.218593
0,9,166.803823
0.013195,6,167.392442
0,6,167.934185
0,11,168.494459
0,5,169.057106
0,10,169.678255
0,8,170.219635
0,8,170.798185
0,9,171.327127
0,10,171.941123
0,10,172.546026
0,7,173.13276
0,6,173.682081
0.009341,10,174.305981
0,8,174.897399
0.003322,11,175.480716
0,12,176.047731
0,11,176.640508
0,8,177.176083
0,11,177.768777
0,9,178.363164
0.005156,12,178.930719
0.004479,11,179.542464
0,5,180.107193
0.011053,11,180.682114
0,7,181.242133
0,5,181.781045
0,7,182.338294
0,9,182.929065
0.007888,11,183.583828
0,6,184.081368
0.004107,17,184.741303
0,7,185.346581
0,7,185.883097
0,7,186.427595
0,10,187.062937
0,12,187.621432
0,8,188.188293
0,5,188.768638
0,7,189.359202
0.0062,10,189.905338
0,14,190.529471
0.008502,9,191.090407
0.002931,10,191.685934
0.000301,9,192.282534
0,9,192.905696
0.003811,9,193.480886
0,9,194.045718
0.006397,8,194.615283
0,8,195.21077
0,9,195.817622
0,6,196.338406
0,8,196.928493
0.008159,12,197.567598
0,11,198.157511
0,9,198.717778
0,7,199.262504
0.001644,9,199.819346
0.001324,12,200.3777
0,9,200.954504
0.004929,8,201.515571
0.002579,16,202.137347
0,5,202.768005
0,12,203.370857
0.004803,8,204.014674
0.001309,16,204.818309
0.007203,10,205.382832
0,10,205.9771
0,8,206.572971
0,9,207.154613
0,5,207.685847
0,7,208.276223
0,7,208.858035
0,9,209.470879
0,12,210.069676
0,8,210.693817
0,8,211.255393
0,5,211.817394
0,9,212.379323
0,10,213.006464
0.007187,9,213.558694
0,10,214.109158
0.007038,10,214.787363
0,8,215.432886
0,9,216.065217
0,8,216.676162
0,8,217.26117
0,7,217.781019
0.011718,10,218.343868
0,14,218.996874
0,5,219.51997
0,9,220.100097
0,10,220.640255
0,5,221.149684
0,9,221.769028
0,7,222.360605
0,14,222.96387
0,14,223.587729
0,9,224.198148
0,11,224.834083
0,7,225.428977
0,11,225.99117
0,8,226.571088
0,7,227.150871
0,10,227.84762
0,9,228.393531
0.006653,9,228.974066
0.000468,14,229.643275
0,11,230.230066
0,7,230.816294
0.007256,9,231.397761
0.002918,5,231.994659
0,12,232.634164
0,7,233.234976
0,9,233.830028
0,8,234.450304
0,10,235.017277
0,14,235.68283
0.0003,8,236.239118
0,9,236.806798
0.00312,9,237.413012
0,13,238.020331
0.000196,7,238.625752
0,8,239.234547
0.000677,6,239.789816
0,9,240.336699
0,9,240.969249
0,10,241.59841
0.003315,12,242.178723
0,9,242.805708
0,9,243.391801
0,9,243.981256
0,10,244.615557
0.014285,7,245.182763
0,10,245.729635
0,16,246.355789
0,8,246.91256
0.010736,8,247.45236
0,9,248.01551
0,9,248.620479
0,8,249.173286
0,10,249.684474
0.00114,11,250.255479
0.006716,6,250.800883
0,6,251.377986
0.007051,11,251.992149
0,8,252.515455
0,7,253.146846
0,8,253.695558
0,9,254.260171
0,8,254.878204
0,6,255.420672
0,8,255.947331
0.000753,11,256.552304
0.009743,9,257.111829
0,13,257.726195
0,6,258.302362
0,9,258.866039
0,7,259.428015
0,8,260.011312
0.007765,11,264.45316
0,9,265.032038
0,6,265.573746
0.005505,8,266.153101
0.003337,13,266.82145
0.008999,11,267.459323
0.006631,10,268.076132
0,8,268.670426
0,9,269.228878
0,11,269.787268
0,13,270.379584
0.002271,7,270.96688
0,8,271.518257
0.009651,10,272.068084
0,6,272.604997
0,10,273.140936
0,6,273.66327
0.008828,13,274.242503
0.007685,9,274.820081
0.005114,9,275.405606
0.00235,8,275.934249
0,9,276.529636
0,11,277.146444
0,8,277.693565
0,6,278.249905
0,9,278.856757
0,8,279.437012
0,8,279.986003
0,7,280.531424
0,7,281.047517
0.000657,10,281.649851
0,9,282.170719
0,6,282.717891
0,12,283.31578
0,7,283.841865
0.003019,10,284.433081
0,9,285.089871
0,11,285.64852
0,8,286.169835
0,8,286.765954
0,5,287.384723
0.002674,8,288.004842
0,13,288.645394
0.00475,11,289.326608
0.003895,8,289.903464
0.005201,12,290.499069
0.00075,8,291.049465
0.000225,9,291.633653
0,7,292.157411
0,6,292.656328
0,9,293.242944
0,8,293.760243
0,11,294.320101
0,8,294.868764
0,11,295.458054
0,7,296.028226
0,9,296.562804
0.00811,10,297.114694
0.00383,6,297.631644
0,19,298.225771
0.016061,9,298.779189
0.003426,9,299.34678
0,10,299.893095
0,8,300.454919
0.00264,8,300.999096
0,9,301.557398
0,6,302.139301
0,11,302.74973
0.00331,6,303.26676
0.009053,9,303.865456
0,7,304.406892
0,10,305.02047
0.004667,10,305.608207
0,5,306.141301
0,9,306.727513
0,11,307.317206
0,10,307.916278
0,13,308.519002
0,8,309.035816
0.001202,10,309.623445
0,6,310.189925
0,8,310.689945
0.007343,14,311.306491
0.001776,12,311.949052
0,14,312.591614
0,11,313.303601
0,8,313.903299
0,6,314.532139
0,7,315.143603
0,5,315.673798
0,10,316.234685
0,13,316.851588
0.003286,12,317.42834
0.001958,10,317.997231
0.006405,10,318.558412
0.006813,8,319.082706
0,6,319.606487
0.003753,11,320.183274
0,8,320.729345
0,8,321.315655
0,9,321.886583
0.011568,11,322.43887
0,9,322.963078
0.013777,11,323.598999
0.00755,9,324.149484
0,9,324.704918
0,8,325.276906
0.000899,7,325.818854
0,13,326.406548
0.007505,11,327.034877
0.001053,7,327.564319
0.009473,8,328.072162
0,6,328.631043
0,7,329.16446
0.008703,9,329.691598
0,10,330.239122
0,13,330.854393
0,12,331.42984
0,9,331.989654
0.001752,7,332.577459
0,7,333.147529
0,8,333.77758
0.005663,7,334.337313
0,11,334.910811
0.00243,7,335.496119
0,6,336.033443
0,8,336.594527
0,8,337.160931
0,7,337.801953
0,8,338.348578
0,10,338.967485
0,7,339.589521
0,9,340.16218
0,8,340.722928
0,11,341.38908
0,8,341.979687
0.001796,10,342.679124
0,8,343.308431
0,7,343.889817
0,13,344.544932
0,8,345.17767
0,11,345.848476
0,10,346.512591
0,7,347.114261
0,9,347.756934
0,6,348.367583
0,10,348.967347
0,9,349.676438
0.001903,10,350.324511
0,8,351.04644
0,7,351.668471
0.005589,12,352.264908
0,8,352.826476
0.005321,9,353.439082
0,7,354.044951
0,9,354.59589
0,9,355.224463
0,9,355.85743
0.002019,12,356.452366
0,7,357.068124
0,6,357.66034
0,8,358.303433
0,8,358.910435
0,10,359.54066
0,9,360.181548
0,11,360.765593
0,9,361.38501
4.2e-05,7,361.98633
0,11,362.57564
0.001126,11,363.132505
0,10,363.720903
0.001357,14,364.372651
0,10,364.965751
0,7,365.517195
0,7,366.101126
0,12,366.72642
0,8,367.338152
0,10,367.940214
0.004513,13,368.545582
0,6,369.090447
0.006922,10,369.683559
0.003021,8,370.249737
0,7,370.803285
0.003316,6,371.38756
0,6,371.95771
0,10,372.541899
0,10,373.163217
0.003591,9,373.696481
0,10,374.32964
0,8,374.932997
0,8,375.525941
0.001899,11,376.130167
0,6,376.701152
0.007534,10,377.279591
0,8,377.871527
0,6,378.402682
0,5,378.950284
0,9,379.535776
0,8,380.156044
0.002677,8,380.722874
0,12,381.388545
0.007354,10,381.958072
0,10,382.577546
0,9,383.302445
0,12,383.994271
0,7,384.574641
0,9,385.204531
0,7,385.794148
0,7,386.451746
0.002442,8,387.053252
0.00741,6,387.632363
0,8,388.171804
0,6,388.737832
0.00011,12,389.322081
0,6,389.861822
0,10,390.464445
0,8,391.096088
0,9,391.701455
0,9,392.283187
0,10,392.863618
0,12,393.489982
0,7,394.061337
0,11,394.653273
0,8,395.287939
0,10,395.869756
0.002813,9,396.48034
0.006168,13,397.079331
0.014369,8,397.637377
0.001313,8,398.17819
0,10,398.818012
0,8,399.404594
0,10,400.060113
0,7,400.647171
0,7,401.264367
0,9,401.816025
0,8,402.442148
0.00216,9,403.057455
0,6,403.603063
0,14,404.184041
0,8,404.725751
0.00329,12,405.318311
0,8,405.8676
0,7,406.382914
0,5,406.914216
0,11,407.537535
0.008238,10,408.07291
0.001274,13,408.590443
0,9,409.228887
0,8,409.773967
0.003073,10,410.282399
0,8,410.762729
0,7,411.276252
0,8,411.816762
0,10,412.34832
0,8,412.867676
0,6,413.334028
0,6,413.817739
0.004193,6,414.279719
0,8,414.812119
0,13,415.365152
0,10,415.949442
0,6,416.423808
0.00229,11,416.986417
0,7,417.494159
0.000502,12,418.025357
0,11,418.624819
0,11,419.185648
0,10,419.701474
0.00432,9,420.252795
0,8,420.797514
0,9,421.306294
0.001356,9,421.837989
0,10,422.381104
0,6,422.919057
0.00043,11,423.489538
0,10,423.997231
0.004096,11,424.491311
0,7,425.000454
0,7,425.497144
0,7,425.992974
0,10,426.541041
0.008232,10,427.081173
0,22,427.679761
0,6,428.212399
0,8,428.732859
0,7,429.279126
0,12,429.839618
0,9,430.406385
0.001496,7,430.923191
0,7,431.412582
0,8,431.926603
0.000301,7,432.421091
0,7,432.913185
0.002459,8,433.449955
0,6,433.950778
0,6,434.448074
0.003972,12,434.9699
0,9,435.499675
0,8,436.0491
0,8,436.549122
0,7,437.135298
0.003027,8,437.661598
0,6,438.214377
0.001566,9,438.893435
0.003773,10,439.470611
0,7,440.039358
0,10,440.588246
0,10,441.096769
0,10,441.607471
0,9,442.171787
0,10,442.734023
0.003066,10,443.312427
0,7,443.871521
0,7,444.409111
0,12,445.006665
0,8,445.584785
0,5,446.127326
0,6,446.658414
0,4,447.165508
0,10,447.765032
0.000339,15,448.346127
0,9,448.888096
0.000617,10,449.443118
0,13,450.021994
0,7,450.522873
0.011576,12,451.11869
0,8,451.634462
0,8,452.170356
0,8,452.685256
0,12,453.272041
0.011583,11,453.863907
0,14,454.532264
0,10,455.169295
0,7,455.704145
0,7,456.169062
0.002674,15,456.816193
0.005692,10,457.324476
0,9,457.857203
0,7,458.374019
0,10,458.896889
0,7,459.425541
0,8,460.006093
0,7,460.545626
0,8,461.085608
0,10,461.658476
0.000648,6,462.166705
0.003472,7,462.658441
0.007871,14,463.199383
0,5,463.692802
0.015259,12,464.237549
0,6,464.76027
0,7,465.32269
0,9,465.829955
0,9,466.348751
0.010487,14,466.920015
0,11,467.441571
0,9,467.983765
0,6,468.508052
0,8,469.064491
0,9,469.587412
0,13,470.100255
0.002697,11,470.681492
0,13,471.238118
0.015868,12,471.765876
0.003611,8,472.284627
0,10,472.802872
0,11,473.36227
0,9,473.906785
0,9,474.504322
0,9,475.033311
0,11,475.595124
0,10,476.120198
0,7,476.597268
0,10,477.121471
0,8,477.692809
0.009767,13,478.252664
0.008546,9,478.806417
0,12,479.35423
0.002152,9,479.872756
0.004047,8,480.451382
0.001342,8,481.013342
0,7,481.529874
0,5,482.03467
0,7,482.579738
0,6,483.120534
0.001841,6,483.625364
0.000668,13,484.126932
0.000913,9,484.655323
0,10,485.248775
0,10,485.815167
0,10,486.336092
0.004835,10,486.86584
0,11,487.400316
0,8,487.957689
0,11,488.5044
0.003889,7,488.982678
0.000263,14,489.513208
0,6,490.009273
0,8,490.515785
0,11,491.056223
0,10,491.578455
0,8,492.045815
0,9,492.600869
0,12,493.13019
0,10,493.641922
0,8,494.15655
0,10,494.723202
0.003748,12,495.284548
0.00763,8,495.814116
0,8,496.367787
0,6,496.898898
0,4,497.34955
0,8,497.850085
0,10,498.418407
0,18,499.023577
0,8,499.616804
0,7,500.258385
0,8,500.907211
0,7,501.469468
0,7,501.996568
0,9,502.508547
0,6,503.057475
0.001993,9,503.59116
0,7,504.174371
0,11,504.69435
0.011871,11,505.259416
0.010848,12,505.875467
0,10,506.424956
0.001336,8,506.977351
0.001722,9,507.492565
0.004793,10,508.116626
0,7,508.675036
0,9,509.246049
0,5,509.749985
0,10,510.303567
0,7,510.862163
0,10,511.453462
0,10,511.984504
0,8,512.540752
0,7,513.065859
0.009897,10,513.62775
0,12,514.179259
0,9,514.735437
0.007677,9,515.31841
0,8,515.959215
0,9,516.538281
0,8,517.157336
6.2e-05,11,517.731518
0,13,518.409572
0,7,518.988305
0,11,519.570055
0.012387,9,520.07431
0.004229,11,520.624263
0,10,521.192057
0.005743,9,521.758518
0,5,526.319422
0.005843,10,526.857218
0.004569,9,527.410759
0,9,527.924114
0,7,528.431249
0,8,528.964871
0.000861,8,529.505483
0.004788,8,529.998244
0,7,530.525944
0,10,531.078123
0,8,531.569204
0,7,532.043012
0.004274,9,532.647925
0.002122,9,533.213259
0,12,533.773913
0,7,534.345275
0,9,534.902596
0.002006,9,535.453319
0,10,535.995311
0,6,536.535603
0.014443,9,537.248556
0,8,537.81551
0.001411,9,538.373255
0,6,538.887903
0,8,539.403297
0,9,539.969808
0.004395,10,540.471069
0,6,541.010605
0,13,541.600919
0,12,542.154217
0.000487,7,542.685014
0,10,543.255255
0.004657,8,543.8364
0,5,544.460237
0.004828,7,545.106016
0,9,545.717232
0.00114,8,546.289591
0.014498,9,546.87132
0,7,547.362657
0,9,547.92505
0,10,548.46709
0,7,549.000669
0,12,549.54338
0,8,550.026892
0,5,550.571181
0,9,551.113126
0,10,551.637288
0,9,552.120046
0.002504,8,552.59959
0,8,553.131421
0,8,553.606372
0,8,554.146345
0,12,554.706352
0.000151,8,555.22794
0,8,555.717101
0,7,556.226908
0.003197,11,556.782299
0.004502,8,557.308402
0,4,557.811491
0.000469,9,558.35816
0,9,558.914932
0,9,559.422478
0,6,559.908403
0.001937,10,560.415874
0,9,560.980597
0,7,561.510261
0,10,562.104724
0,8,562.62956
0,6,563.114501
0,11,563.668056
0.003671,12,564.32223
0,12,564.977228
0,12,565.597747
0.002898,10,566.14646
0.00026,9,566.664443
0,11,567.199825
0,6,567.674817
0,8,568.185745
0.010585,9,568.715241
0,7,569.229337
0,11,569.750779
0.007694,7,570.293872
0.000752,11,570.864161
0,5,571.379384
0,10,571.898645
0.011717,10,572.461925
0,8,572.97722
0.004844,9,573.508877
0,6,573.951849
0,7,574.474226
0.011108,11,575.048626
0,10,575.574368
0,8,576.122171
0,8,576.614758
0,11,577.157339
0,10,577.674755
0,10,578.228575
0,6,578.72161
0,6,579.282528
0,7,579.842502
0.001838,10,580.386703
0.010984,9,580.933967
0.000972,8,581.595371
0,7,582.157795
0,9,582.729775
0.005832,10,583.30025
0,9,583.846574
0,6,584.441932
0,6,585.000267
0.002392,10,585.525154
0,11,586.103222
0,7,586.647636
0,9,587.207176
0,8,587.718393
0,8,588.263999
0,13,588.881063
0,10,589.421215
0,7,589.978229
0,8,590.561579
0,10,591.10495
0,10,591.656143
0,6,592.180851
0.004706,10,592.746567
0,9,593.397664
0,12,593.921576
0,11,594.442659
0,9,595.004832
0,13,595.624508
0,11,596.19831
0,9,596.786888
0,12,597.383108
0,9,597.94436
0.009506,8,598.478511
0,11,599.039687
0.00158,16,599.618002
0.006971,9,600.160045
0,10,600.725262
0,8,601.268194
0,11,601.840834
0,6,602.405811
0.001505,9,602.953125
0,7,603.480774
0,8,603.97716
0,8,604.470059
0.014353,9,605.009531
0,11,605.53489
0,10,606.126594
0,7,606.625062
0,10,607.238866
0.001946,8,607.758385
0,12,608.274135
0.001106,5,608.757076
0.002189,8,609.35911
0,7,609.872671
0,8,610.426043
0,8,610.936186
0,9,611.440525
0,11,611.918369
0,8,612.399825
0.000973,9,612.957025
0,11,613.497591
0,10,614.044451
0,10,614.582141
0,10,615.088801
0,8,615.606303
0,11,616.14395
0,13,616.79606
0,12,617.439051
0,9,617.936835
0,11,618.443211
0,9,618.972214
0,12,619.555974
0.001615,14,620.12281
0.00492,8,620.668733
0.010764,7,621.192577
0,8,621.670188
0,11,622.170562
0,8,622.708632
0,5,623.214981
0.004812,10,623.770956
0,7,624.283258
0.004589,13,624.86278
0,8,625.392693
0,9,625.989816
0,10,626.503351
0.011835,8,627.040922
0,7,627.562762
0,11,628.147678
0,5,628.613587
0,7,629.076983
0,5,629.551582
0,9,630.085393
0.000202,12,630.656873
0,10,631.256939
0.002113,8,631.782635
0.00309,8,632.384551
0.002126,8,632.914185
0,9,633.467128
0,11,634.028229
0.005958,8,634.552367
0,12,635.146739
0,7,635.69045
0,9,636.151976
0,5,636.662323
0.002893,9,637.226087
0,9,637.739598
0,9,638.274501
0,12,638.827551
0,11,639.371019
0,10,639.908113
0,10,640.397345
0,7,640.90832
0,7,641.45323
0,7,642.005919
0,10,642.509862
0,9,643.042803
0,9,643.577477
0,7,644.08109
0,8,644.579579
0,10,645.156695
0.011149,7,645.717135
0,9,646.257114
0.001219,10,646.82594
0,11,647.429097
0,9,648.00303
0.001343,8,648.549059
0,9,649.227212
0,11,649.871243
0,11,650.501665
0.023391,10,651.128297
0,9,651.686083
0,6,652.20113
0,10,652.761105
0,6,653.281842
0,8,653.838109
0,7,654.350038
0.010044,12,654.954571
0.010449,13,655.519723
0,12,656.106511
0,6,656.576343
0,7,657.116543
0,8,657.616788
0.005254,9,658.141037
0,10,658.674607
0.002073,10,659.265321
0,7,659.842847
0,4,660.281996
0,8,660.768288
0.008373,8,661.321679
0,14,661.907494
0,14,662.44332
0,7,663.014565
0,13,663.537489
0.006753,8,664.163035
0.002514,8,664.744633
0,7,665.285015
0,7,665.801227
0,8,666.344403
0,6,666.87898
0,11,667.454264
0,11,668.017815
0,10,668.576107
0,9,669.131477
0,6,669.654507
0,9,670.190503
0,5,670.678573
0.012624,10,671.232177
0,10,671.745031
0,10,672.308475
0,7,672.815048
0,11,673.397953
0,6,673.920531
0,8,674.374192
0.005421,9,674.884276
0.001869,11,675.399369
0,8,675.975878
0.004616,9,676.510337
0.002051,7,677.048848
0,7,677.543864
0.00832,8,678.052025
0,8,678.55618
0.010801,11,679.14648
0,8,679.660096
7.7e-05,10,680.217746
0,8,680.729419
0,8,681.300511
0.009887,7,681.773854
0,11,682.328728
0.004355,6,682.877703
0.002457,7,683.372106
0,8,683.909233
0,8,684.404511
0.008704,8,684.886919
0.006172,10,685.379653
0,11,685.949196
0.000396,7,686.47711
0,8,687.061989
0,8,687.590674
0,9,688.12189
0,10,688.678068
0,8,689.275336
0,6,689.813285
0,8,690.379375
0,9,690.950424
0,8,691.441879
0,7,691.935613
0.016695,15,692.508733
0,13,693.126058
0,7,693.599265
0,10,694.218796
0,7,694.727612
0,11,695.286595
0,10,695.890173
0,10,696.47381
0.011086,7,697.024071
0,10,697.568775
0,11,698.15976
0,9,698.69341
0,7,699.216977
0,11,699.754723
0,9,700.307752
0,11,700.821477
0.000325,10,701.342355
0,10,701.866749
0.007007,8,702.359157
0,7,702.873652
0.003114,12,703.456447
0,6,703.932259
0,7,704.469722
0,6,704.996114
0,8,705.53204
0,10,706.073065
0,8,706.567368
0.006895,10,707.133322
0.007194,9,707.674335
0,10,708.240897
0,8,708.743486
0,7,709.308037
0,8,709.822182
0,8,710.349074
0,6,710.870832
0,11,711.449683
0,7,712.011578
0,7,712.523752
0,9,713.036631
0,10,713.595378
0.002678,6,714.119861
0,7,714.622713
0.002543,7,715.116093
0.006594,5,715.62162
0,10,716.132956
0,5,716.711648
0,7,717.229587
0.004424,10,717.768496
0,6,718.28034
0.003439,9,718.860044
0,11,719.396126
0,10,719.922261
0,10,720.497635
0,10,721.111039
0,5,721.601126
0.004401,8,722.100735
0,8,722.607106
0,8,723.167673
0.002891,10,723.663925
0,8,724.203997
0,8,724.72336
0,11,725.25284
0,9,725.764225
0.021743,10,726.279269
0,8,726.803938
0,11,727.405969
0,10,727.929254
0.00538,12,728.446579
0,6,729.016478
0,6,729.490986
3.2e-05,6,729.947554
0,8,730.421025
0,5,730.900444
0,7,731.406497
0,13,731.914375
0,11,732.507748
0,7,733.087915
0,6,733.663504
0.006415,9,734.36907
0,9,734.963724
0,9,735.509807
0,11,736.096352
0,13,736.651382
0,6,737.182489
0.004114,9,737.758341
0,7,738.298022
0,8,738.842225
0,11,739.432783
0,12,739.99124
0,8,740.479822
0,14,741.06835
0,10,741.681709
0,16,742.295642
0,11,742.856009
0,10,743.41864
0.005757,10,744.063865
0,9,744.65534
0,8,745.231843
0.002559,7,745.805723
0,7,746.356699
0,9,746.890207
0,13,747.505387
0,9,748.040277
0,12,748.669924
0,8,749.16719
0.005819,8,749.751534
0.004362,8,750.306797
0,14,750.904364
0,7,751.407207
0.000901,11,751.986865
0,6,752.531381
0,10,753.12254
0,8,753.662044
0.015527,13,754.291849
0.001672,5,754.782107
0,8,755.345011
0,13,755.921116
0,13,756.512487
0,12,757.143446
0,9,757.693909
0,8,758.21368
0.00037,13,758.776897
0,12,759.351709
0,13,759.942936
0,13,760.530763
0,6,761.016963
0.001474,7,761.504966
0,7,762.02105
0.003824,11,762.629881
0.000267,8,763.1449
0,5,763.718553
0,12,764.262411
0.008673,8,764.754653
0.013731,12,765.295193
0,8,765.816699
0,8,766.356859
0.011761,8,766.897761
0,10,767.412496
0,12,767.928135
0,9,768.488019
0,8,769.008354
0,10,769.626448
0,6,770.164111
0,7,770.693139
0,8,771.222279
0,11,771.784752
0.004949,8,772.279134
0,6,772.797242
0,8,773.330975
0,8,773.84885
0,7,774.357657
0.001179,9,774.879754
0,9,775.427716
0.007142,10,775.985037
0,6,776.593589
0.001026,10,780.899765
0,13,781.521918
0.0095,12,782.06213
0,9,782.547686
0,7,783.036695
0,9,783.570963
0,8,784.112939
0,9,784.660491
0,10,785.198023
0.011931,10,785.708751
0,7,786.216978
0,14,786.78215
0.002487,11,787.325645
0,4,787.808162
0.008788,12,788.389696
0,8,788.934593
0,9,789.477673
0,7,789.959457
0,8,790.495174
0.004303,9,791.053864
0,10,791.614318
0,6,792.094935
0,10,792.739302
0,16,793.565796
0.001112,9,794.297369
0.000256,9,795.05342
0,7,795.720832
0,11,796.320607
0,7,796.88806
0,8,797.470935
0,9,798.063227
0,10,798.681527
0.001817,11,799.299634
0,7,799.870576
0.003024,10,800.548629
0,10,801.175393
0.006637,8,801.749546
0,5,802.314837
0,10,802.874883
0.000946,7,803.490025
0.002126,8,804.089446
0,10,804.723886
0,8,805.421398
0,7,806.052686
0,6,806.635114
0,14,807.292822
0,9,807.911604
0,12,808.519917
0.000127,14,809.161304
0.004346,8,809.684258
