#{"t_start": 1670412778.5335817, "env_id": null}
r,l,t
0.096075,21,2.740449
0.040842,113,4.085285
0.32504,1001,12.683886
0.029476,647,18.439473
0.174409,114,19.799016
0.024024,23,20.371393
0.041487,1001,29.477606
0.633915,1001,38.461528
0.213259,861,49.738318
0.054225,583,56.332138
0.486966,313,60.042967
0.1136,189,62.324727
0.137819,128,63.978341
0.171257,712,71.567219
0.026492,221,74.180656
0.13869,67,75.142524
0.028135,508,80.77476
0.011929,96,82.116002
0.04293,1001,94.956285
0.061027,78,96.075391
1.183195,1001,105.93322
0.718639,1001,116.349957
0.04716,678,123.629672
0.114062,76,124.86871
0.047475,539,130.812663
0.070061,249,133.287706
0.046402,20,133.881334
0.202106,722,143.90342
0.150048,411,148.221828
0.021348,1001,158.597184
0.01586,299,161.992981
0.15638,1001,170.850734
0.396804,563,175.910487
0.023382,457,183.230577
0.056701,26,183.868507
0.434792,459,188.894625
1.252826,733,196.026168
0.6568,1001,206.704511
0.027329,20,207.249271
1.533033,1001,216.779633
0.022828,1001,227.859419
0.676197,691,234.121599
0.317458,742,242.01023
0.064702,227,244.90796
0.602055,887,254.279328
0.029732,1001,264.593951
0.096181,1001,276.46452
0.165159,1001,286.75526
0.130885,265,289.730665
0.037328,221,292.473237
0.848039,235,295.334183
0.100062,1001,305.878415
0.236557,301,309.491026
0.132847,666,319.126822
0.042239,23,319.777231
0.283938,173,322.063038
0.34,936,332.386842
0.065643,146,334.237691
0.28212,1000,344.832027
0.187727,1001,354.955071
0.30531,154,357.029227
1.933538,415,364.043464
0.030794,1001,374.281488
0.897169,1001,384.450756
0.479067,216,387.043489
0.158833,414,391.683095
0.155638,1001,402.495214
0.197215,306,408.60001
0.155658,641,414.387769
0.033843,206,416.696723
0.035756,21,417.222758
0.245268,228,419.536616
1.879611,826,426.85422
0.052008,798,434.006356
0.034116,1001,442.603298
0.355316,620,450.690855
1.560009,823,458.026497
0.422476,1001,466.949048
0.205625,1001,475.869139
0.017418,754,482.963981
0.038438,349,488.932411
0.232676,363,492.342427
0.066777,26,492.988095
0.034717,20,493.525223
1.523628,1001,502.224295
0.039342,18,502.771145
0.089914,310,505.619171
0.116601,509,510.460478
0.630012,862,518.254089
0.34609,404,521.953147
0.029171,621,530.335798
0.203745,205,532.329775
0.05596,161,534.190588
0.324095,328,537.283785
1.038654,1001,547.908171
0.044146,161,549.902636
1.404134,535,556.220021
0.04764,1001,565.898807
0.428017,544,574.078136
0.139281,646,580.749938
0.0384,305,584.299238
0.099329,408,589.018791
1.677965,987,599.228957
0.201072,542,604.993704
0.346866,562,610.407942
1.078746,698,619.645909
0.107218,212,621.746282
0.102583,469,626.126894
0.007592,340,629.44557
0.053707,22,630.004484
0.596803,457,635.157605
0.920408,817,644.031645
0.324001,583,649.997313
0.197353,192,652.062092
0.680175,1001,663.633795
0.051195,1001,674.405897
0.064016,124,676.092624
0.3229,1001,686.869484
2.197158,1001,696.798566
0.107096,21,697.451828
1.794105,836,706.57987
0.124643,273,712.077945
1.21613,1001,722.961513
0.045022,419,727.334426
2.711217,1001,736.763987
0.724471,852,744.32687
0.475896,700,754.179784
0.038279,1001,764.328468
1.582104,1001,774.895774
0.292162,1001,785.684324
0.243773,1001,798.592047
0.298965,1001,809.266279
0.36908,1001,820.760123
0.832368,1001,831.628881
0.912095,868,841.521238
1.301434,1001,855.485098
0.036497,1001,867.055661
1.23389,1001,879.162453
0.046376,1001,891.038371
0.089162,1001,905.250536
1.672858,1001,916.576646
0.430601,1001,927.897848
0.57016,1001,938.677545
0.922045,1001,951.631815
1.138347,902,961.135804
1.326365,1001,971.517511
1.238001,1001,982.771849
1.069844,450,987.910055
2.13231,1001,1001.17982
0.214154,1001,1012.305396
0.595739,222,1015.021554
0.041465,1001,1025.929935
2.610261,745,1033.614241
1.035695,1001,1046.457204
0.79958,1001,1057.449019
0.183341,730,1065.972022
0.067551,21,1066.581749
0.115687,1001,1077.185658
0.870069,740,1087.947094
0.182007,1001,1097.121077
2.147513,1001,1105.709269
0.064227,20,1106.238756
0.653252,1001,1115.498436
1.886104,1001,1127.636557
0.03499,21,1128.1813
0.453989,773,1135.203396
0.321762,1001,1144.312224
0.545229,1001,1153.493783
2.797229,1001,1162.256287
1.254363,439,1168.89965
2.123312,1001,1178.394916
1.097569,1001,1187.248106
0.02421,1001,1196.287905
0.99898,1001,1208.155792
0.231354,794,1215.661301
0.819915,1001,1224.240934
1.139248,798,1231.67119
0.433987,1001,1241.086983
0.214537,667,1249.688661
0.459183,1001,1258.389706
0.190403,1001,1267.790108
1.457789,1001,1277.171679
5.990032,1001,1288.467575
0.330047,1001,1297.907861
0.179329,455,1302.275032
2.649567,1001,1311.095077
0.957948,1001,1320.43654
0.132313,26,1321.034561
0.125463,617,1329.482663
1.294685,1001,1339.170469
0.05613,22,1339.736435
1.805137,1001,1350.12585
0.867297,1001,1360.980675
0.507934,1001,1375.32145
0.033089,1001,1385.538121
2.282316,1001,1395.861869
2.121132,1001,1407.886463
1.479304,1001,1422.501095
0.15315,1001,1434.614397
0.011305,1001,1446.273621
2.311632,1001,1458.038016
2.196879,1001,1469.505349
0.991877,1001,1482.597011
0.03894,1001,1493.602193
0.047338,1001,1505.113228
0.328766,1001,1515.999946
0.476078,433,1523.562532
1.382565,1001,1535.203892
0.524452,1001,1546.827916
2.748154,1001,1557.986786
0.239073,1001,1572.641751
4.287667,1001,1583.025372
0.075743,1001,1593.602377
0.362521,1001,1604.090583
1.210092,1001,1617.449802
1.052809,1001,1627.645108
0.485415,1001,1638.625721
1.175623,1001,1649.421426
0.020662,1001,1662.80169
0.13498,1001,1673.113045
2.009528,1001,1683.145972
1.282285,1001,1693.422225
3.045147,1001,1703.69716
1.982587,993,1715.791547
2.042588,1001,1726.445442
1.736066,1001,1736.848079
2.245166,1001,1746.291717
7.204309,1001,1758.635311
1.105659,1001,1769.29654
0.940695,1001,1778.982252
0.728381,1001,1789.708428
0.711797,1001,1802.235814
0.104688,449,1806.859459
3.029577,1001,1818.593367
0.06067,1001,1829.869293
1.183773,1001,1842.687382
1.771755,1001,1853.152716
1.12354,1001,1863.582656
1.829397,1001,1873.481177
0.614217,1001,1886.098305
3.710859,1001,1895.970289
4.834769,1001,1906.082401
2.717686,1001,1916.607629
0.049931,639,1923.46718
3.230907,1001,1935.435436
2.491657,1001,1945.199495
0.77564,1001,1955.745713
4.007473,1001,1965.472554
0.870091,567,1974.61644
0.73714,1001,1984.449516
4.609959,1001,1994.117339
1.833681,1001,2004.653508
3.344182,1001,2015.237789
1.577608,1001,2027.381288
1.139094,1001,2037.493912
2.414602,1001,2047.751148
1.088843,1001,2057.574346
2.797342,1001,2069.910077
1.408933,1001,2080.308801
0.301131,1001,2090.349553
1.243615,1001,2100.630236
3.350271,1001,2113.03744
2.013057,1001,2122.774554
1.376587,1001,2133.465159
1.333437,1001,2143.966321
1.442771,1001,2156.18321
4.815868,1001,2166.28995
5.09309,1001,2176.491462
6.440832,1001,2186.594336
3.048819,1001,2199.016536
2.897578,1001,2208.467816
1.669152,1001,2218.721654
0.135526,24,2219.301264
4.203092,1001,2229.598524
2.582812,1001,2242.147599
8.431292,1001,2252.526963
1.097545,1001,2263.103539
1.732059,1001,2272.664495
2.059121,1001,2285.43122
0.371192,1001,2295.776714
0.873699,1001,2305.327221
6.589822,1001,2315.941648
0.62688,1001,2328.786819
4.314593,1001,2338.524231
2.321718,1001,2348.598582
2.402115,1001,2359.050904
3.176805,1001,2370.701555
2.837369,1001,2381.050951
5.968273,1001,2391.212682
3.606754,1001,2401.107203
2.139662,1001,2413.856018
0.216942,224,2416.168658
1.665161,1001,2425.653358
3.957256,1001,2435.946188
6.298299,1001,2446.596164
1.396147,1001,2459.128058
7.374392,1001,2469.41693
6.69593,1001,2479.737776
3.246511,1001,2489.223176
4.702383,1001,2502.106711
2.451731,393,2505.930777
3.795573,1001,2515.535749
3.634918,1001,2525.801073
1.872802,1001,2536.055277
1.634684,1001,2548.411789
3.187623,1001,2558.58081
8.058888,1001,2569.060912
2.053248,1001,2578.989881
1.762914,1001,2591.974443
3.046227,1001,2602.398647
1.512408,1001,2612.605836
6.338126,1001,2623.079306
6.285788,1001,2635.970705
2.899028,1001,2646.335553
1.818959,1001,2656.97941
2.070844,1001,2666.882138
1.337271,1001,2679.769384
1.564125,1001,2690.061317
1.560836,1001,2700.031866
0.640846,1001,2710.487308
1.463799,1001,2723.271929
5.574293,1001,2733.439062
3.379921,1001,2743.691181
0.732876,1001,2753.749015
4.640324,1001,2766.898153
6.940596,1001,2776.848308
1.421302,1001,2786.687786
3.462952,1001,2797.04999
3.879484,1001,2807.803842
4.573629,1001,2820.191882
6.726042,1001,2830.339487
2.82172,1001,2840.574168
3.13445,1001,2850.407461
4.54407,1001,2862.735066
6.955956,1001,2873.201988
5.369154,1001,2883.899514
3.422008,1001,2894.190383
7.068268,1001,2906.795201
3.595894,1001,2917.245695
6.160366,1001,2927.819501
5.030388,1001,2937.776569
5.78756,1001,2950.435494
3.915282,1001,2960.546008
3.211781,1001,2970.452812
5.659449,1001,2980.988781
4.603031,1001,2993.34359
3.066335,1001,3003.82286
7.705747,1001,3013.950482
9.208154,1001,3024.257668
3.424102,1001,3036.382919
8.951887,1001,3046.435394
5.368009,1001,3056.042253
6.078499,1001,3066.056366
3.441016,1001,3078.753639
5.482511,1001,3088.359977
3.302277,1001,3098.346853
3.925121,1001,3108.836736
3.218163,1001,3120.784061
6.9316,1001,3131.065601
4.533255,1001,3141.540469
3.966481,1001,3151.646847
9.064412,1001,3164.276143
7.246031,1001,3173.999684
1.986449,1001,3184.395661
5.042311,1001,3194.899847
6.490077,1001,3207.24944
2.572004,1001,3217.220273
5.236444,1001,3227.345441
3.116818,1001,3237.707948
4.598569,1001,3250.39438
3.138875,1001,3260.00669
5.394756,1001,3270.775818
7.578176,1001,3281.074542
1.296571,1001,3290.599306
9.144245,1001,3303.472666
2.491499,1001,3313.914994
7.958623,1001,3323.979355
8.272829,1001,3334.084347
3.509362,1001,3346.282988
5.369936,1001,3356.856484
4.934361,1001,3367.420837
5.18437,1001,3377.581864
4.872167,1001,3389.916001
4.317861,1001,3399.75468
4.543121,1001,3409.265562
4.647102,1001,3420.01905
3.157578,1001,3432.87447
7.314097,1001,3442.825404
4.000371,1001,3452.893477
5.897061,1001,3463.236798
5.080767,1001,3475.686526
4.847596,1001,3486.258916
5.92951,1001,3496.313988
4.94964,1001,3506.69015
5.279144,1001,3518.872735
5.574805,1001,3528.414166
6.048916,1001,3538.83357
5.44861,1001,3549.327074
6.297307,1001,3561.380194
6.650571,1001,3571.758322
8.759265,1001,3581.874275
11.57549,1001,3592.260406
5.93359,1001,3604.791795
2.851702,1001,3614.527247
7.659938,1001,3625.323767
7.182442,1001,3635.869091
7.408612,1001,3647.745419
5.691429,1001,3657.898391
4.443792,1001,3668.22302
2.86928,1001,3678.368619
8.465481,1001,3691.074973
6.387461,1001,3700.507357
4.95609,1001,3710.969747
9.824267,1001,3721.353288
6.344287,1001,3733.918615
3.674902,1001,3743.523076
6.911277,1001,3753.9245
4.804115,1001,3763.630841
5.463536,1001,3774.010355
10.410558,1001,3786.098205
9.093824,1001,3796.386862
4.985307,1001,3806.909993
11.776629,1001,3817.011038
7.833053,1001,3829.216107
9.399046,1001,3839.585181
8.652088,1001,3849.906581
6.305005,1001,3860.109228
8.556578,1001,3872.170681
6.827053,1001,3881.965127
6.729957,1001,3892.489887
9.39513,1001,3903.058001
8.101526,1001,3915.417238
7.224011,1001,3925.548199
10.637135,1001,3935.848041
6.072441,1001,3945.911458
8.257021,1001,3958.330774
10.841696,1001,3968.178344
9.693928,1001,3978.595477
8.852127,1001,3988.914469
9.564153,1001,4001.103926
11.776524,1001,4011.229219
8.421719,1001,4021.452213
7.26212,1001,4031.974143
6.889263,1001,4044.717895
9.050077,1001,4054.562521
11.282365,1001,4065.103583
10.251494,1001,4075.637338
6.984245,1001,4088.402114
8.811463,1001,4098.42756
8.366054,1001,4108.990679
11.824302,1001,4118.490833
11.588487,1001,4131.394761
9.166116,1001,4140.759995
9.51611,1001,4151.205456
11.410489,1001,4161.403024
8.652483,1001,4173.869118
11.595312,1001,4183.722702
7.853229,1001,4194.222441
12.406768,1001,4204.019399
11.296838,1001,4214.688653
10.138018,1001,4227.126315
10.202411,1001,4237.570014
7.187744,1001,4248.209882
8.736845,1001,4258.344378
14.594488,1001,4270.520869
9.481887,1001,4280.903206
11.683852,1001,4290.663709
11.874233,1001,4301.093801
10.573364,1001,4313.694198
11.17001,1001,4323.845217
8.823874,1001,4334.358441
9.600118,1001,4344.750468
11.492244,1001,4356.862203
11.770404,1001,4367.60812
12.744575,1001,4377.216061
15.014632,1001,4387.441315
12.947888,1001,4400.002584
10.928027,1001,4409.719887
15.111534,1001,4420.197106
12.931016,1001,4430.685826
17.891561,1001,4442.791128
13.569691,1001,4452.99278
9.37902,1001,4462.768805
12.226308,1001,4472.731736
13.222495,1001,4485.717344
10.196652,1001,4495.664501
9.454474,1001,4506.116384
14.59734,1001,4516.62319
13.223149,1001,4529.400806
12.132484,1001,4539.967077
15.556641,1001,4550.446368
10.707638,1001,4560.46217
15.023654,1001,4573.112116
14.042272,1001,4582.960281
13.480174,1001,4593.418586
16.129711,1001,4603.735471
15.782207,1001,4616.167886
13.418653,1001,4626.454262
11.403493,1001,4636.503516
13.955577,1001,4646.187603
16.871098,1001,4659.536091
14.012786,1001,4670.197246
14.040641,1001,4679.859424
14.129025,1001,4689.143351
15.279959,1001,4698.132347
13.978529,1001,4710.431793
14.606107,1001,4724.236421
12.327414,1001,4737.066931
13.6149,1001,4750.053726
14.63513,1001,4765.907997
15.818388,1001,4778.727128
16.983711,1001,4791.907088
13.879633,1001,4805.126409
15.9809,1001,4821.290735
16.356565,1001,4835.189206
16.602883,1001,4848.22778
14.323217,1001,4861.736677
14.601181,1001,4878.05831
12.807029,1001,4891.243255
13.097634,1001,4904.697558
15.072582,1001,4918.33751
17.02101,1001,4934.652264
15.658875,1001,4947.838517
14.485381,1001,4960.898073
16.300722,1001,4974.510534
14.213706,1001,4990.126715
14.310478,1001,4999.322603
16.241221,1001,5008.347636
16.8462,1001,5017.230047
16.799492,1001,5028.984215
16.908561,1001,5038.165793
16.095122,1001,5046.592984
15.119397,1001,5055.711999
20.409048,1001,5067.347121
17.504194,1001,5075.965061
15.220366,1001,5085.005393
16.647648,1001,5093.971494
16.614644,1001,5105.067329
16.993435,1001,5113.92394
17.611967,1001,5122.681963
