#{"t_start": 1670004339.6209438, "env_id": null}
r,l,t
0,14,78.995475
0,16,79.44413
0,13,79.881179
0,11,80.293685
0,13,80.72473
0,10,81.12113
0,11,81.52339
0,12,81.942343
0,13,82.368399
0,12,82.787372
0,10,83.182855
0,14,83.610048
0,14,84.069916
0,17,84.525191
0.020291,19,84.993497
0,14,85.449602
0,11,85.861743
0,15,86.315047
0,16,86.75346
0,12,87.166147
0,14,87.591527
0,11,88.0011
0,12,88.444983
2.3e-05,14,88.886871
0,12,89.328078
0,13,89.7652
0,18,90.236673
0.018782,24,90.77857
0,12,91.190219
0,11,91.610403
0,12,92.039025
0.002878,15,92.485435
0,11,92.900836
0,10,93.289666
0.004235,15,93.72576
0,9,94.126145
0,12,94.538274
0,14,94.966446
0,17,95.420565
0.006511,15,95.913293
0.008018,15,96.367704
0,13,96.78561
0.000601,14,97.238125
0,12,97.656533
0,10,98.064496
0,13,98.47208
0,11,98.876529
0.067018,18,99.368878
0,12,99.773002
0.009543,16,100.232641
0,11,100.653781
0,12,101.071939
0,10,101.475882
0,11,101.878734
0,17,102.347164
0,15,102.798733
0,11,103.243254
0,20,103.757868
0,12,104.190461
0,12,104.61261
0,13,105.040143
0,16,105.493965
0,10,105.938444
0,14,106.355219
0,11,106.764633
0,11,107.165548
0,10,107.568976
0,16,108.012004
0.0159,14,108.450764
0,14,108.87305
0,12,109.300478
0,11,109.728044
0,12,110.138093
0,11,110.540209
0,12,110.965627
0.04353,15,111.401553
0,11,111.794254
0,13,112.238537
0,11,112.642559
0,14,113.081941
0,11,113.479162
0,12,113.886688
0,11,114.29317
0.010348,21,114.779028
0.005803,15,115.210732
0,11,115.617438
0,12,116.055708
0,12,116.49393
0,13,116.900088
0,15,117.332561
0,12,117.739885
0,13,118.169225
0.002638,13,118.601114
0,11,119.011888
0,13,119.434227
0,12,119.856415
0,11,120.264736
0,13,120.688533
0,12,121.129347
0,13,121.548605
0,14,121.982267
0,11,122.385324
0,15,122.875918
0,12,123.277745
0,11,123.687717
0,11,124.095271
0,13,124.521981
0,14,124.973078
0.007031,16,125.426048
0,5,125.791146
0,12,126.243387
0,15,126.68667
0,11,127.093036
0,14,127.531474
0,14,127.978524
0.00049,12,128.412882
0,20,128.90878
0,11,129.310772
0.002508,12,129.72286
0.01605,14,130.146828
0,13,130.594817
0,16,131.061528
0,11,131.529861
0,10,131.930337
0,10,132.329475
0,13,132.774987
0,14,133.216303
0.00099,13,133.639335
0.00842,17,134.093815
0,10,134.492793
0,12,134.913626
0,12,135.329391
0,14,135.753136
0,12,136.182077
0,11,136.595742
0,9,136.97674
0,12,137.377081
0,15,137.829394
0.005594,20,140.904519
0,10,141.360997
0.002805,16,141.790211
0,12,142.21399
0,13,142.639133
0.008687,15,143.062814
0,11,143.463416
0.020693,15,143.896847
0,14,144.331942
0.010724,21,144.846195
0,13,145.260795
0,12,145.688217
0,22,146.192415
0,11,146.592001
0.076942,27,147.115485
0,17,147.561852
0,14,147.986223
0,12,148.396076
0,14,148.832322
0,13,149.249584
0,16,149.690542
0,13,150.134322
0,14,150.55097
0.006026,14,150.97564
0,20,151.480932
0,21,151.980338
0,9,152.363544
0.000293,18,152.844479
0,10,153.246996
0.033887,23,153.742482
0,10,154.177991
0,20,154.644576
0,15,155.090286
0,14,155.521252
0,11,155.919908
0,11,156.328023
0,11,156.731132
0,10,157.124156
0,12,157.556154
0,11,157.959702
0,12,158.37674
0,9,158.76375
0,12,159.177326
0,16,159.608189
0,13,160.015726
0,12,160.431568
0,12,160.839491
0.098785,20,161.324449
0.00259,13,161.770675
0,10,162.177317
0,14,162.607846
0.003267,29,163.161752
0,11,163.559398
0,15,163.997781
0,16,164.438675
0,12,164.873199
0,12,165.283367
0,15,165.715605
0,12,166.126542
0,12,166.568098
0,11,166.994591
0,15,167.432685
0,9,167.839875
0,12,168.280069
0.11906,20,168.770201
0,12,169.191217
0,13,169.608122
0,13,170.022958
0,12,170.472848
0,13,170.891737
0,11,171.296626
0,14,171.754393
0,15,172.183
0,13,172.592898
0,13,173.026338
0,13,173.469115
0,10,173.855679
0.017192,17,174.298737
0,11,174.710658
0,12,175.123228
0,15,175.555357
0.002854,20,176.031409
0.002088,13,176.455897
0,13,176.905896
0,10,177.296598
0,12,177.724343
0,14,178.143363
0,11,178.543645
0,20,179.016358
0,13,179.431025
0.00708,15,179.865156
0,13,180.296016
0,14,180.724153
0,15,181.178416
0,17,181.647611
0,14,182.068852
0.051608,14,182.513874
0.011005,13,182.946728
0,18,183.437958
0,15,183.865211
0,12,184.317571
0.003507,13,184.755716
0,11,185.168679
0,15,185.633902
0,12,186.06724
0,9,186.489957
0.009902,18,186.945502
0,12,187.368315
0,10,187.758504
0,10,188.153624
0,11,188.568992
0,17,189.008697
0,12,189.428233
0,15,189.867699
0,14,190.291099
0,14,190.739087
0,11,191.140597
0,13,191.559867
0,12,191.963604
0,12,192.366666
0.001199,13,192.800743
0,10,193.217691
0,13,193.648981
0,13,194.088233
0,12,194.493807
0,16,194.945379
0,13,195.387079
0,12,195.807545
0,13,196.288985
0,12,196.756478
0,13,197.212952
0,11,197.624069
0,13,198.053045
0.011984,16,198.498461
0,12,198.901456
0,11,199.316695
0,13,199.730531
0,10,200.126247
0,11,200.587642
0,19,201.063291
0,20,201.568172
0,13,201.981288
0,13,202.404441
0,17,202.874213
0,12,203.278512
0,23,203.783316
0.001336,14,204.217781
0.032216,16,204.657991
0,10,205.052002
0,13,205.465188
0,17,205.919485
0,15,206.363156
0.010481,15,206.819346
0.02711,14,207.243056
0,11,207.640255
0,13,208.056731
0.000285,14,208.485358
0,10,208.891739
0,6,209.289489
0,15,209.737425
0.002653,16,210.196446
0,13,210.701946
0,20,211.209985
0,12,211.734273
0,18,212.276922
0.006034,14,212.736969
0,6,213.136408
0,15,213.622989
0,12,214.095971
0,18,214.576962
0,14,215.035405
0,13,215.504926
0.035004,31,216.147684
0.00055,13,216.627569
0,12,217.090219
0,17,217.576488
0,15,218.030274
0,15,218.485189
0,13,218.930827
0,13,219.369015
0,13,219.822602
0.011386,16,220.287389
0,12,220.713281
0.04963,23,221.230029
0,12,221.661119
0,14,222.122763
0,14,222.570062
0.018098,16,223.075741
0,13,223.51469
0,12,223.931486
0,13,224.362998
0.073241,17,224.848666
0,13,225.296565
0.006473,16,225.765187
0.085754,15,226.256087
0.012956,15,226.73861
0,13,227.178725
0,13,227.618179
0.004331,16,228.084964
0,11,228.538037
0,14,228.992651
0,12,229.46741
0,12,229.906303
0,14,230.34186
0,15,230.792012
0,11,231.215943
0,12,231.684803
0,11,232.10077
0,16,232.616484
0,14,233.074377
0,12,233.503821
0.04237,18,233.982697
0,11,234.40436
0,15,234.895268
0,13,235.320681
0.000703,17,235.797575
0,14,236.249663
0,11,236.662924
0.012864,19,237.137501
0,13,237.573515
0,21,238.111184
0,14,238.564582
0,20,239.084908
0,15,239.543547
0.001591,18,240.032451
0,14,240.484647
0.002586,14,240.935742
0,12,241.40986
0,10,241.830095
0,10,242.266683
0,16,242.726631
0,11,243.141567
0,13,243.583577
0,11,243.997329
0,12,244.414363
0.045655,22,244.931008
0,12,245.361133
0,12,245.847868
0,11,246.257208
0,19,246.751112
0,12,247.174075
0,9,247.576876
0,12,248.07514
0,12,248.510276
0,11,248.95361
0,11,249.37161
0,11,249.818267
0,12,250.252477
0,15,250.701704
0,13,251.157185
0,11,251.578675
0.018664,17,252.127216
0,12,252.603156
0.033028,17,253.099153
0.002195,17,253.590611
0.06619,31,254.154517
0,15,254.608479
0,19,255.10147
0,12,255.520192
0,12,255.935005
0,9,256.313091
0.034462,15,256.739827
0,12,257.149286
0,13,257.611784
0,12,258.036214
0,13,258.467792
0,17,258.915254
0.000649,13,259.333717
0.001281,16,259.76953
0,12,260.176958
0.062127,16,260.613237
0,11,261.024841
0,15,261.454535
0,16,261.944936
0,14,262.389045
0,12,262.797991
0,21,263.290261
0,12,263.694489
0,13,264.148023
0,16,264.600134
0,13,265.033295
0,16,265.475155
0,11,265.881792
0,13,266.297038
0,12,266.703702
0,14,267.148057
0,12,267.576139
0.010948,17,268.052349
0.028137,16,268.518215
0,15,268.945244
0,16,269.38103
0.111513,18,269.843004
0,13,270.261585
0,11,270.669058
0,25,273.687608
0,15,274.111693
0,11,274.531521
0,15,274.973989
0,13,275.384864
0.215962,17,275.831884
0.000781,12,276.248904
0,12,276.657043
0.010773,21,277.143247
0,13,277.572133
0,12,278.009644
0,11,278.410556
0,11,278.81646
0,13,279.234527
0,11,279.648936
0.16141,20,280.135963
0,9,280.517051
0,13,280.930429
0,11,281.333347
0,12,281.746958
0,13,282.168134
0,12,282.590645
0,12,283.007541
0.05322,15,283.455259
0,11,283.855836
0,14,284.283852
0,12,284.694704
0,13,285.11484
0,13,285.531439
0,13,285.945381
0,13,286.36183
0,18,286.8374
0,12,287.242482
0,14,287.70474
0,12,288.125447
0.002896,15,288.55533
0,13,288.975552
0,12,289.385546
0,15,289.840177
0,11,290.239369
0,12,290.646232
0.007678,17,291.100639
0,11,291.49165
0,12,291.898204
0,12,292.305835
0,11,292.72298
0,12,293.161138
0,12,293.57789
0.005034,14,294.028706
0,21,294.515541
0.051401,16,294.963845
0,13,295.38053
0,18,295.83551
0.007003,20,296.320521
0,16,296.760014
0,13,297.178757
0,13,297.588549
0,12,298.022025
0.053712,17,298.46733
0,10,298.873427
0,12,299.286054
0,18,299.749535
0.002305,18,300.212314
0,15,300.656159
0,13,301.081383
0.000195,23,301.588212
0,15,302.035674
0,13,302.450684
0,16,302.917197
0,13,303.332204
0,12,303.744286
0,12,304.155656
0,14,304.583158
0,15,304.999794
0,11,305.390329
0,11,305.786544
0,12,306.203136
0,10,306.593531
0.036386,15,307.034149
0,13,307.441448
0,20,307.935913
0,10,308.327261
0,10,308.717776
0.02442,15,309.16948
0,11,309.586006
0,20,310.104566
0,10,310.49924
0.007794,15,310.945996
0,13,311.381691
0,13,311.803363
0.013654,19,312.268139
0.110976,16,312.755427
0,10,313.176115
0,12,313.614796
0,10,314.035635
0,11,314.450409
0,15,314.889457
0,13,315.325848
0,17,315.806855
0,14,316.236881
0.004874,17,316.697275
0,16,317.155677
0,12,317.563188
0,10,317.972755
0,16,318.431785
0,11,318.84961
0,12,319.29029
0,10,319.69769
0,12,320.147663
0,12,320.584173
0,13,321.031476
0,13,321.454359
0,10,321.862911
0,13,322.340126
0,13,322.770825
0,14,323.255697
0,14,323.694747
0,13,324.127462
0.004917,13,324.562259
0,14,324.995322
0,14,325.459785
0,11,325.878744
0,11,326.343871
0,14,326.776524
0.138303,16,327.220989
0,13,327.631495
0.014582,19,328.125492
0.00048,12,328.568227
0,10,328.96738
0.017759,14,329.398765
0,11,329.813608
0,11,330.227507
0.075678,19,330.740255
0,13,331.18952
0,12,331.608957
0,11,332.090609
0,13,332.543797
0,11,332.997197
0.014221,14,333.458149
0.046565,15,333.921994
0,18,334.398854
0,11,334.819792
0,12,335.255341
0.010739,13,335.678101
0,11,336.101155
0,14,336.564843
0,14,337.015497
0,12,337.44085
0,13,337.88525
0,13,338.326923
0,12,338.777603
0,13,339.250155
0,12,339.689119
0,11,340.121963
0,16,340.605746
0,10,340.998008
0,13,341.430074
0,11,341.859342
0.002585,18,342.31845
0,12,342.741887
0,11,343.151533
0.003999,15,343.593773
0,14,344.052142
0,11,344.467893
0,10,344.926181
0,11,345.362856
0.001042,15,345.803217
0,12,346.215556
0.085139,22,346.754674
0,13,347.259244
0,11,347.673882
0,11,348.082248
0,13,348.51363
0.009233,16,348.971107
0,10,349.367863
0.004564,20,349.867002
0,11,350.294541
0,12,350.710694
0.002155,15,351.162746
0,15,351.661942
0,12,352.124534
0,11,352.548978
0,11,352.968618
0,11,353.417039
0,15,353.896031
0.062797,14,354.334233
0,12,354.780965
0,18,355.248576
0,12,355.687371
0.027484,14,356.132833
0,14,356.578211
0,11,357.004219
0,14,357.442343
0.02012,14,357.971168
0,12,358.401593
0,12,358.864445
0.001992,15,359.314836
0,13,359.76833
0,12,360.204523
0,12,360.63594
0,11,361.074566
0,13,361.514245
0,11,361.950551
0,13,362.384752
0,12,362.81215
0,10,363.242126
0,11,363.679845
0,15,364.159414
0,13,364.645971
0.00721,16,365.127418
0,15,365.6031
0.023578,25,366.146387
0.018646,15,366.611788
0,17,367.098758
0,11,367.550263
0,14,368.092182
0,11,368.573486
0,12,369.075292
0,12,369.575523
0,11,370.009896
0.002289,13,370.458012
0.007351,13,370.928802
0.020432,15,371.423378
0,12,371.880325
0,12,372.316201
0.007223,16,372.783695
0,12,373.219913
0,14,373.673172
0,13,374.131005
0,13,374.581055
0,13,375.03902
0.000365,14,375.506769
0,12,375.948116
0,14,376.399539
0,14,376.846968
0,12,377.314515
0,11,377.764773
0,15,378.270022
0.025391,16,378.744015
0.09787,21,379.255948
0,12,379.693958
0,12,380.130146
0,15,380.637052
0.001793,13,381.075401
0,14,381.574404
0,11,382.0091
0,13,382.470078
0,12,382.924407
0,10,383.35063
0,15,383.851045
0,14,384.313092
0,10,384.743627
0,21,385.25106
0,13,385.696314
0,22,386.208513
0,12,386.640464
0,14,387.13689
0,12,387.558903
0.14349,16,388.08198
0.115965,23,388.633458
0,10,389.054709
0,11,389.471637
0,9,389.888549
0,13,390.354982
0,12,390.797915
0,11,391.229308
0.001575,16,391.696054
0,12,392.136385
0,13,392.581797
0.002825,15,393.027755
0.001623,14,393.562869
0,11,393.99134
0,14,394.511976
0,13,394.942568
0,12,395.378492
0,12,395.871946
0.06589,17,396.373208
0,12,396.849972
0,11,397.276533
0,11,397.724907
0,10,398.138848
0.000569,12,398.588749
0,11,399.009943
0,14,399.458076
0,14,399.928338
0,14,400.402012
0,15,400.883263
0,12,401.317348
0,17,401.777345
0,11,402.203617
0.002236,14,402.654077
0,12,403.07706
0.005077,14,403.590179
0.003297,13,404.0644
0.001956,14,404.537952
0,16,404.97977
0,11,405.378919
0,12,405.804476
0,11,406.241277
0,11,406.73391
0,17,407.255772
0,12,407.689798
0,12,408.136421
0,11,408.560589
0,11,408.963269
0.0152,18,409.426925
0,11,412.447402
0,14,412.863257
0.00129,12,413.271785
0,13,413.705229
0.075249,19,414.181931
0,18,414.633126
0,13,415.037552
0,11,415.443592
0,14,415.859579
0.027298,20,416.352531
0,13,416.776258
0,12,417.215685
0.018137,15,417.647809
0,20,418.117279
0,11,418.534989
0,11,418.927873
0,13,419.345719
0,12,419.756712
0,13,420.173909
0,11,420.582085
0.00055,19,421.053109
0,14,421.478621
0,13,421.896366
0,12,422.299364
0.028549,14,422.716028
0,13,423.124402
0.011853,18,423.5944
0,14,424.019217
0,14,424.435894
0,14,424.848485
0,12,425.256548
0,12,425.663168
0.074927,16,426.110441
0,12,426.531042
0,18,427.001464
0,15,427.427323
0,11,427.830356
0,14,428.257824
0,12,428.669148
0,12,429.087766
0,10,429.480687
0,13,429.897461
0,16,430.351601
0,17,430.79318
0,14,431.213132
0,12,431.621076
0,16,432.052596
0,12,432.473879
0,22,432.987903
0,14,433.507495
0.012586,15,433.966267
0,11,434.381748
0.00174,15,434.820589
0,12,435.244337
0,16,435.803212
0.006928,15,436.28731
0,13,436.711181
0.000627,21,437.190505
0,11,437.597378
0,12,438.015481
0,11,438.438341
0,13,438.934247
0,12,439.362499
0,14,439.858944
0,12,440.274717
0,11,440.685262
0.036693,19,441.183617
0,12,441.585993
0,10,441.981453
0.000409,18,442.454211
0,11,442.883938
0,11,443.295029
8e-05,13,443.726423
0.000156,15,444.168015
0,11,444.573792
0,13,445.008618
0,16,445.495542
0.00726,15,445.946606
0,13,446.390011
0,12,446.798121
0,11,447.193591
0,11,447.596108
0,13,448.009441
0,13,448.434649
0,11,448.873666
0,11,449.294446
0,16,449.74822
0,14,450.237528
0,11,450.663854
0,16,451.146978
0,12,451.601351
0,13,452.130133
0,13,452.57261
0.00705,15,453.030699
0,10,453.433137
0,14,453.864296
0,15,454.29549
0,11,454.716084
0.046223,18,455.225082
0.001931,16,455.674302
0,15,456.131459
0,11,456.552533
0.113671,20,457.038179
0,12,457.45876
0,16,457.904534
0,11,458.341359
0,15,458.774272
0,14,459.27349
0,11,459.671383
0,12,460.086467
0.013431,14,460.521215
0,20,460.995809
0,13,461.419242
0.036466,17,461.932542
0,13,462.398038
0.009069,15,462.825517
0,11,463.257286
0,16,463.739477
0,11,464.173219
0,11,464.62274
0.026641,16,465.124724
0,14,465.599955
0,11,466.050412
0,9,466.473239
0,17,466.932871
0.000293,15,467.434723
0,10,467.838566
0,11,468.367544
0.019032,18,468.884271
0,11,469.311084
0,12,469.740517
0,11,470.158485
0,13,470.598502
0.120784,18,471.065201
0,11,471.497152
0,11,471.941154
0.00201,21,472.49685
0,10,472.919576
0,14,473.378539
0,17,473.868521
0,11,474.379867
0.02644,14,474.848181
0,14,475.32053
0,14,475.755063
0,12,476.171862
0,11,476.583013
0.00024,21,477.072534
0,16,477.531871
0.087754,21,478.030497
0.030516,16,478.514569
0,13,478.974749
0,14,479.410797
0.003507,12,479.834095
0.014518,18,480.307146
0,12,480.729301
0,13,481.161548
0,11,481.557941
0,11,482.032667
0,12,482.455566
0.008794,13,482.873333
0,12,483.283825
0,12,483.726467
0,14,484.179611
0.027774,31,484.778679
0,13,485.246561
0.003172,13,485.672042
0.001367,13,486.087316
0,14,486.500558
0,10,486.901868
0,11,487.302401
0,11,487.762366
0,11,488.177298
0.020949,13,488.620871
0,10,489.013803
0,18,489.479388
0,11,489.891995
0,11,490.303653
0,13,490.723327
0,12,491.127944
0,10,491.531986
0.004917,19,492.001781
0,17,492.456041
0,11,492.856812
0.003907,13,493.2764
0,11,493.682982
0,19,494.147753
0.005584,20,494.616917
0,14,495.063208
0,12,495.479644
0,10,495.874236
0,10,496.27203
0,18,496.725877
0.018098,14,497.162809
0,12,497.589638
0,12,498.047427
0,12,498.464042
0,10,498.855462
0.01851,17,499.29695
0,13,499.725574
0,12,500.140318
0,12,500.63007
0.00089,14,501.057006
0,12,501.537232
0,12,501.94401
0.011599,15,502.385594
0,14,502.815748
0.016724,19,503.28612
0,13,503.713431
0,12,504.12834
0,12,504.549464
0,11,504.960744
0.004077,14,505.39454
0,10,505.796852
0,12,506.206607
0,10,506.590374
0,11,507.008791
0.005071,14,507.455767
0,14,507.896799
0,11,508.301767
0,11,508.709236
0,11,509.128895
0,13,509.561311
0.040668,21,510.065629
0,12,510.495262
0.040432,16,510.950417
0,13,511.367369
0,15,511.814529
0.073364,18,512.260287
0,12,512.664994
0,12,513.068036
0.002191,15,513.517421
0.0063,13,513.929167
0,13,514.371406
0,14,514.791156
0,13,515.204341
0,13,515.617638
0,13,516.049786
0,11,516.451645
0,13,516.88804
0,11,517.318278
0,12,517.742351
0,10,518.131193
0,15,518.570274
0.00145,13,518.985164
0,13,519.411972
0.000444,11,519.833565
0,14,520.26541
0,14,520.715415
0,11,521.122374
0,13,521.543157
0,10,521.937964
0.053956,17,522.393849
0,12,522.806793
0.007499,15,523.269493
0,11,523.670134
0,12,524.093629
0.053846,20,524.569403
0,12,524.999197
0,11,525.407364
0,12,525.817172
0,15,526.292136
0,16,526.777622
0.008571,14,527.29323
0,13,527.743657
0,11,528.165494
0,11,528.571951
0.017635,14,529.019833
0.010177,13,529.491076
0,13,529.962409
0.003784,17,530.443003
0,12,530.872317
0,14,531.312823
0.026754,22,531.804754
0,14,532.258857
0.000245,17,532.720436
0,11,533.145389
0,11,533.561279
0,13,533.985805
0,13,534.409178
0,13,534.829185
0,15,535.273759
0,13,535.692632
0,14,536.198198
0,11,536.601617
0,14,537.035355
0,13,537.458785
0.170518,18,537.913437
0.11333,16,538.361693
0,12,538.763685
0,17,539.235959
0,12,539.670906
0.106228,18,540.338022
0,12,540.805001
0,10,541.214407
0,12,541.637044
0.041744,17,542.091316
0,14,542.571092
0,12,542.989357
0,12,543.452177
0,14,543.883507
0,15,544.320014
0.021913,17,547.37454
0.074734,18,547.921501
0.011704,13,548.38599
0,11,548.787161
0,15,549.243071
0,14,549.684615
0.022354,15,550.161573
0.030887,17,550.597439
0,13,551.038549
0,10,551.435115
0,12,551.847181
0,10,552.234628
0,11,552.67523
0,13,553.100621
0.001535,13,553.527971
0,16,553.967283
0,15,554.401762
0,21,554.898544
0,11,555.308873
0.117941,22,555.808388
0,12,556.22144
0,13,556.654803
0,12,557.060015
0,10,557.450319
0,13,557.870579
0,14,558.315773
0,12,558.781207
0,13,559.221337
0.154902,18,559.718954
0,13,560.128651
0,13,560.556397
0,14,560.993424
0.001344,13,561.409508
0,12,561.834406
0,18,562.381328
0.059444,16,562.965148
0,13,563.461402
0,10,563.870635
0.043001,14,564.3025
0,14,564.730152
0.012617,16,565.181569
0.073772,23,565.719306
0,19,566.223095
0,16,566.66505
0,14,567.113875
0.00163,20,567.593202
0,11,568.093508
0,14,568.751127
0,13,569.280015
0.002379,16,569.885434
0,15,570.349888
0,13,570.79776
0.006347,21,571.301108
0.047507,19,571.806574
0,9,572.286275
0,10,572.700629
0,15,573.137349
0,12,573.552324
0.067992,17,574.004852
0.123496,16,574.450966
0,13,574.868542
0,13,575.374157
0,13,575.869956
0,12,576.300778
0.008401,17,576.760065
0,14,577.250176
0,15,577.718168
0,12,578.141207
0,11,578.566367
0,14,579.015213
0,18,579.488998
0,12,579.888584
0,13,580.31212
0,12,580.731138
0,15,581.162693
0.002781,19,581.623499
0.074168,19,582.129353
0.001236,19,582.633079
0.017612,16,583.081381
0.031476,19,583.557186
0.02678,18,584.019677
0,13,584.44182
0.060183,18,584.955747
0,15,585.455378
0,13,585.936572
0,12,586.35077
0,14,586.771959
0,12,587.179354
0,10,587.587955
0,12,588.010833
0.007057,16,588.477679
0.118966,20,588.967683
0,15,589.443881
0.013202,14,589.893583
0,11,590.342881
0,10,590.756514
0,15,591.199171
0,11,591.632258
0,13,592.118759
0,12,592.561683
0.019307,19,593.026922
0.123831,20,593.497827
0.059834,25,594.00472
0,11,594.398829
0,13,594.855061
0,13,595.313727
0.002149,20,595.808937
0,14,596.253906
0,13,596.677677
0,12,597.079074
0,12,597.511328
0,16,597.963084
0,12,598.404188
0,12,598.849232
0,12,599.261334
0,11,599.659335
0,11,600.055662
0.027834,28,600.61054
0,10,601.018036
0,14,601.488479
0,12,601.916772
0,12,602.353405
0,12,602.761945
0,10,603.151743
0.002454,15,603.582536
0.024901,23,604.079676
0,13,604.509505
0.099141,17,605.036907
0,12,605.477837
0,10,605.874949
0,11,606.276751
0.022309,15,606.71382
0,13,607.129325
0,18,607.585354
0,20,608.079426
0,16,608.551505
0.004762,16,608.988796
0,13,609.403829
0,14,609.830721
0,13,610.24812
0,12,610.670552
0.019622,14,611.141488
0,10,611.569421
0,12,612.002822
0.025013,31,612.57147
0.073006,19,613.037491
0,15,613.490319
0.060459,21,613.98691
0,14,614.472062
0,12,614.952337
0,11,615.356572
0,12,615.776628
0,13,616.195726
0,12,616.609272
0.103518,20,617.080339
0,12,617.538757
0,12,617.994511
0,12,618.443463
0.036056,28,619.003499
0,11,619.407696
0,14,619.849005
0.008675,13,620.263335
0,15,620.701657
0.013671,13,621.15145
0.016273,15,621.652282
0,11,622.051122
0,10,622.456291
0,14,622.889796
0,13,623.307277
0,12,623.723003
0,12,624.15454
0,12,624.599151
0,13,625.043072
0,14,625.491112
0,12,625.917563
0,12,626.329393
0,16,626.771322
0.042542,17,627.227643
0.039518,15,627.736189
0,10,628.161441
0.002958,17,628.615293
0.041407,17,629.072449
0.00775,13,629.491486
0,16,629.937144
0,14,630.37187
0,19,630.870569
0,10,631.321668
0,13,631.744699
0.008708,16,632.182718
0,9,632.56391
0,12,633.027088
0.075499,19,633.498686
0,11,633.939207
0,13,634.392068
0,15,634.834082
0.021533,15,635.267365
0,18,635.749394
0,14,636.191194
0,12,636.609742
0,13,637.099674
0,11,637.542261
0,22,638.06735
0,12,638.498705
0.001029,12,638.923356
0,13,639.421818
0,13,639.890868
0,18,640.400872
0,15,640.88559
0,13,641.305498
0,14,641.720178
0,13,642.144063
0,13,642.565356
0,13,642.978934
0,17,643.429679
0,12,643.851103
0.059057,19,644.368634
0,15,644.807591
0,15,645.231244
0.002591,16,645.68471
0,12,646.096563
0.072409,19,646.548827
0,15,646.983069
0.016523,24,647.520241
0,12,647.921137
0,11,648.321066
0.075864,16,648.763386
0,19,649.230039
0.009767,15,649.687044
0.004118,17,650.170412
0.010012,13,650.602768
0,10,651.010194
0.005745,17,651.459258
0.064963,15,651.89127
0,14,652.319164
